fecha_proceso,nro_socio,v_ah_cuenta,fecha_aper,fecha_ultmov,oficina_cta,estado_actual,prod_bancario,saldo_disponible,monto_bloq,ult_tasa_int,tiene_bloqueos,bloqueo_encaje,v24h,val_de_creditos,val_de_debitos,fecha_ult_capi,tipo_cuenta,cooplinea,tarjetas,credito,fecha_actualizacion,v12h,v48h,v72h_difer,int_hoy,int_acumulado,saldo_int_decim
2026-05-18,2000112,4000112,2026-01-06,2026-04-01,5,A,10,17347.96,1140.77,1.50,1,114.08,858.15,3851.96,1305.56,2026-05-18,CUENTA BASICA,0,1,1,2025-11-13,698.93,1276.67,252.22,3.01,26.19,15.48
2026-05-18,2000113,4000113,2023-07-24,2026-05-14,5,A,10,7550.52,1403.15,1.00,1,140.32,664.23,3792.86,1495.18,2026-05-18,CUENTA BASICA,0,0,1,2025-07-22,748.04,1434.47,850.03,1.38,9.78,37.08
2026-05-18,2000114,4000114,2022-09-21,2026-03-28,60,A,20,15302.32,2122.28,1.00,1,212.23,1298.39,2486.71,3377.71,2026-05-18,AHORROS,0,1,1,2026-01-20,238.70,1929.17,343.15,2.23,277.14,3.36
2026-05-18,2000115,4000115,2019-07-01,2026-03-26,20,A,10,17496.17,1129.91,1.00,1,112.99,816.62,3395.35,1840.66,2026-05-18,AHORROS,0,0,1,2025-03-28,882.87,2220.63,1109.72,1.68,318.19,34.08
2026-05-18,2000116,4000116,2023-04-02,2026-03-14,20,A,1,10813.78,220.01,0.60,1,22.00,1357.88,3998.50,2503.14,2026-05-18,CUENTA BASICA,1,0,1,2025-11-13,89.58,1874.14,977.45,1.54,19.33,23.76
2026-05-18,2000117,4000117,2023-03-14,2026-05-08,41,A,20,3993.25,602.40,2.00,1,60.24,155.97,370.73,491.89,2026-05-18,EL CENTAVITO,1,1,1,2025-11-29,36.64,622.84,443.47,0.72,53.46,8.57
2026-05-18,2000118,4000118,2022-03-30,2026-03-16,60,I,20,10672.26,1851.12,0.60,1,185.11,1438.93,2393.17,1848.38,2026-05-18,AHORROS,0,1,1,2026-04-25,247.88,1823.65,527.01,0.43,135.85,39.04
2026-05-18,2000119,4000119,2019-09-02,2026-03-05,48,A,1,828.11,61.84,0.60,1,6.18,1120.03,3101.15,2548.72,2026-05-18,CUENTA BASICA,1,1,1,2025-11-05,277.43,850.40,325.96,0.12,1.41,1.72
2026-05-18,2000120,4000120,2019-02-23,2026-03-17,20,A,1,9854.86,1696.97,0.60,1,169.70,4.34,3217.79,3135.68,2026-05-18,EL CENTAVITO,1,1,1,2026-03-14,321.97,871.11,429.61,1.85,72.67,41.99
2026-05-18,2000121,4000121,2021-04-10,2026-04-07,69,A,10,16314.33,1013.65,1.50,1,101.37,274.78,1164.33,1271.48,2026-05-18,CUENTA BASICA,1,1,1,2025-09-26,356.87,376.81,770.83,1.15,42.73,30.45
2026-05-18,2000122,4000122,2019-07-28,2026-03-24,60,A,10,1648.62,76.63,0.60,1,7.66,397.71,2377.35,2412.60,2026-05-18,AHORROS,1,1,1,2026-01-27,594.76,365.03,627.23,0.22,23.47,2.72
2026-05-18,2000123,4000123,2026-02-27,2026-04-18,41,A,20,10611.59,182.21,1.50,1,18.22,302.79,101.72,1474.98,2026-05-18,AHORROS,1,0,1,2025-10-15,383.02,1668.22,1040.04,1.41,147.40,50.02
2026-05-18,2000124,4000124,2019-03-19,2026-03-27,60,A,10,13045.74,1410.01,2.00,1,141.00,617.70,514.43,3016.45,2026-05-18,EL CENTAVITO,1,0,1,2025-08-17,548.39,1933.30,719.88,2.18,240.48,5.19
2026-05-18,2000125,4000125,2024-08-22,2026-04-23,20,A,1,13025.93,2226.57,0.60,1,222.66,453.62,3828.80,3211.78,2026-05-18,AHORROS,0,1,1,2025-01-28,552.50,1036.69,352.81,1.20,124.21,37.25
2026-05-18,2000126,4000126,2021-07-14,2026-04-09,48,A,10,7879.97,418.33,0.60,1,41.83,325.19,2380.76,215.53,2026-05-18,EL CENTAVITO,1,0,1,2025-06-21,188.80,559.01,265.57,0.77,132.44,22.91
2026-05-18,2000127,4000127,2021-05-27,2026-04-27,69,A,20,4590.38,382.19,1.50,1,38.22,1000.99,812.85,1285.84,2026-05-18,EL CENTAVITO,1,0,1,2026-01-21,184.13,1763.99,641.46,0.63,64.76,22.11
2026-05-18,2000128,4000128,2023-08-13,2026-03-30,60,A,1,9790.20,173.88,1.50,1,17.39,1423.70,1913.23,3319.21,2026-05-18,CUENTA BASICA,0,1,1,2025-05-21,563.02,42.94,1161.45,0.36,55.77,47.59
2026-05-18,2000129,4000129,2021-10-07,2026-04-14,20,A,1,3348.91,526.60,1.00,1,52.66,280.86,985.04,2745.47,2026-05-18,AHORROS,1,0,1,2026-02-02,242.69,520.14,81.08,0.23,15.91,0.94
2026-05-18,2000130,4000130,2025-03-21,2026-05-18,60,A,10,787.80,97.27,1.50,1,9.73,807.84,1511.52,435.90,2026-05-18,EL CENTAVITO,1,0,1,2025-10-27,841.19,2209.18,782.73,0.09,2.10,1.97
2026-05-18,2000131,4000131,2019-08-13,2026-05-17,48,A,1,8980.46,123.97,0.60,1,12.40,325.32,1446.38,1988.76,2026-05-18,AHORROS,0,1,1,2025-03-14,540.82,939.45,383.03,1.57,145.80,40.56
2026-05-18,2000132,4000132,2026-01-04,2026-04-08,48,A,10,16364.15,1979.73,0.60,1,197.97,947.24,2319.91,3289.34,2026-05-18,CUENTA BASICA,1,1,1,2025-08-11,710.23,382.39,40.11,1.83,184.04,40.13
2026-05-18,2000133,4000133,2025-05-15,2026-05-03,41,A,10,16239.87,1212.79,0.60,1,121.28,1373.22,1785.71,955.63,2026-05-18,AHORROS,0,0,1,2025-11-08,500.63,2072.96,888.51,2.96,218.42,37.82
2026-05-18,2000134,4000134,2024-06-02,2026-03-17,5,A,1,5701.61,152.72,1.00,1,15.27,821.47,3347.41,279.97,2026-05-18,EL CENTAVITO,1,0,1,2025-03-16,84.28,145.37,937.62,0.41,44.70,7.14
2026-05-18,2000135,4000135,2021-02-26,2026-05-17,41,A,10,5056.80,32.75,0.60,1,3.28,85.09,1243.88,1074.82,2026-05-18,AHORROS,1,0,1,2025-01-29,722.03,167.78,866.97,0.60,45.18,22.42
2026-05-18,2000136,4000136,2022-04-05,2026-05-15,20,I,20,14593.62,1460.85,1.00,1,146.09,266.39,3267.78,2201.19,2026-05-18,EL CENTAVITO,1,0,1,2025-04-18,473.41,704.01,1179.99,0.43,116.98,61.08
2026-05-18,2000137,4000137,2023-11-22,2026-03-27,20,A,20,13708.77,705.78,1.00,1,70.58,1164.40,706.56,1020.85,2026-05-18,EL CENTAVITO,0,1,1,2025-05-14,735.35,42.97,132.58,2.56,160.62,31.05
2026-05-18,2000138,4000138,2022-02-22,2026-04-25,20,A,1,2433.91,424.13,2.00,1,42.41,1221.73,3491.20,3320.86,2026-05-18,AHORROS,0,0,1,2026-04-29,334.96,1363.88,196.77,0.25,43.09,11.51
2026-05-18,2000139,4000139,2022-01-23,2026-04-05,41,A,20,13281.29,529.74,1.50,1,52.97,1484.42,312.79,1205.36,2026-05-18,AHORROS,0,1,1,2025-12-31,553.64,1772.46,1138.29,0.67,108.98,50.18
2026-05-18,2000140,4000140,2021-02-13,2026-03-28,5,A,20,12437.69,819.15,2.00,1,81.92,322.72,1076.90,566.13,2026-05-18,CUENTA BASICA,0,0,1,2025-12-23,134.02,1752.35,821.76,1.57,226.00,14.91
2026-05-18,2000141,4000141,2018-04-18,2026-03-17,41,A,10,10255.08,680.18,1.00,1,68.02,91.40,3753.36,931.29,2026-05-18,CUENTA BASICA,0,1,1,2025-01-23,404.89,1567.04,548.90,1.06,47.02,39.11
2026-05-18,2000142,4000142,2018-03-28,2026-04-01,20,A,20,3309.77,339.91,1.50,1,33.99,1381.07,958.32,483.17,2026-05-18,AHORROS,0,0,1,2026-03-15,759.06,149.50,876.97,0.52,49.39,5.28
2026-05-18,2000143,4000143,2023-06-15,2026-04-19,60,A,10,4237.60,524.55,2.00,1,52.45,1047.07,1924.23,1285.05,2026-05-18,AHORROS,1,0,1,2025-06-11,158.69,1727.45,439.30,0.50,18.61,8.36
2026-05-18,2000144,4000144,2021-09-17,2026-03-26,41,A,1,8428.39,1599.71,1.50,1,159.97,1373.28,2082.66,2928.01,2026-05-18,AHORROS,0,0,1,2025-08-30,831.74,2181.74,609.37,0.43,137.79,36.32
2026-05-18,2000145,4000145,2023-11-15,2026-05-16,60,A,1,10427.97,2066.76,1.00,1,206.68,1174.46,2932.70,1835.08,2026-05-18,EL CENTAVITO,0,0,1,2025-05-21,768.57,243.57,762.26,1.48,67.10,40.52
2026-05-18,2000146,4000146,2022-04-22,2026-05-10,48,A,20,164.43,11.08,1.00,1,1.11,1492.61,3695.04,1370.98,2026-05-18,AHORROS,0,0,1,2025-10-31,500.40,1977.90,847.17,0.03,2.45,0.43
2026-05-18,2000147,4000147,2024-04-20,2026-04-06,60,I,10,12034.35,2236.25,1.00,1,223.62,1049.09,1778.85,1772.12,2026-05-18,CUENTA BASICA,0,0,1,2025-09-28,369.29,449.97,671.60,0.21,152.13,11.34
2026-05-18,2000148,4000148,2023-08-11,2026-04-17,69,A,1,10969.03,1243.36,1.00,1,124.34,314.35,18.60,1456.11,2026-05-18,EL CENTAVITO,0,1,1,2025-03-11,18.00,378.03,893.54,1.20,196.75,45.18
2026-05-18,2000149,4000149,2024-02-24,2026-03-09,41,A,10,8822.48,994.14,2.00,1,99.41,756.06,2339.03,3240.87,2026-05-18,EL CENTAVITO,0,0,1,2025-08-12,185.02,490.86,292.84,1.11,7.43,24.58
2026-05-18,2000150,4000150,2019-08-08,2026-04-10,5,A,1,14735.25,1212.62,2.00,1,121.26,208.85,2608.61,1315.29,2026-05-18,EL CENTAVITO,1,1,1,2026-02-08,851.67,158.21,873.07,2.56,167.38,5.16
2026-05-18,2000151,4000151,2019-11-20,2026-03-19,60,A,1,15694.29,802.35,2.00,1,80.24,1219.23,1549.56,2815.46,2026-05-18,AHORROS,1,0,1,2025-06-08,122.22,364.98,1101.85,3.02,124.81,4.94
2026-05-18,2000152,4000152,2019-07-06,2026-05-01,41,A,10,3985.60,56.80,1.50,1,5.68,1215.16,1907.87,880.09,2026-05-18,EL CENTAVITO,0,1,1,2025-10-08,46.05,1791.58,374.61,0.01,5.39,6.46
2026-05-18,2000153,4000153,2020-10-04,2026-04-07,41,A,1,14273.78,2591.67,0.60,1,259.17,470.72,1110.95,3348.54,2026-05-18,AHORROS,0,0,1,2026-04-29,436.83,1240.55,1199.04,0.75,118.62,63.31
2026-05-18,2000154,4000154,2018-08-17,2026-05-04,20,A,1,7200.47,291.94,2.00,1,29.19,1445.00,2770.64,2265.81,2026-05-18,AHORROS,1,1,1,2026-05-12,671.09,1076.00,705.00,0.19,94.38,24.63
2026-05-18,2000155,4000155,2024-06-09,2026-04-07,5,A,1,10969.08,426.90,2.00,1,42.69,1323.47,523.04,950.78,2026-05-18,CUENTA BASICA,1,0,1,2026-04-02,279.14,1673.99,530.88,1.69,17.04,53.13
2026-05-18,2000156,4000156,2020-07-26,2026-04-04,69,A,1,7481.55,291.62,0.60,1,29.16,754.77,739.01,2266.30,2026-05-18,AHORROS,1,0,1,2026-02-04,743.59,1259.20,645.59,1.49,24.54,31.29
2026-05-18,2000157,4000157,2018-02-18,2026-03-29,20,A,20,3221.07,488.42,0.60,1,48.84,940.08,326.41,2013.16,2026-05-18,AHORROS,0,1,1,2026-03-20,358.61,1291.03,1053.67,0.49,48.62,4.87
2026-05-18,2000158,4000158,2020-10-01,2026-04-24,41,A,10,8762.74,1293.62,2.00,1,129.36,79.94,1324.37,3545.57,2026-05-18,AHORROS,0,0,1,2026-04-28,480.75,1334.16,625.83,1.50,168.65,31.08
2026-05-18,2000159,4000159,2018-06-01,2026-04-11,48,A,20,13728.09,1776.07,0.60,1,177.61,583.96,635.95,2245.22,2026-05-18,AHORROS,1,1,1,2026-04-02,61.28,2087.09,802.54,2.32,19.33,11.24
2026-05-18,2000160,4000160,2019-07-20,2026-04-12,20,A,1,1986.10,363.57,0.60,1,36.36,60.78,3721.43,2457.74,2026-05-18,CUENTA BASICA,0,0,1,2026-01-12,13.89,1444.50,893.34,0.36,16.29,8.06
2026-05-18,2000161,4000161,2019-09-23,2026-04-25,48,A,20,15701.55,529.88,0.60,1,52.99,911.05,1594.69,26.55,2026-05-18,AHORROS,0,0,1,2025-01-15,148.26,1126.89,230.93,1.03,24.08,51.53
2026-05-18,2000162,4000162,2020-06-15,2026-04-15,69,A,1,14908.66,2326.42,0.60,1,232.64,529.03,2069.35,3055.07,2026-05-18,AHORROS,1,0,1,2025-12-08,324.69,1964.04,1100.77,1.54,218.21,37.45
2026-05-18,2000163,4000163,2020-05-01,2026-03-05,69,A,20,845.58,160.55,1.00,1,16.06,871.64,3509.93,3442.66,2026-05-18,AHORROS,1,1,1,2025-05-13,427.43,50.13,296.02,0.05,10.24,0.66
2026-05-18,2000164,4000164,2020-05-29,2026-05-13,41,A,1,1532.29,15.82,1.00,1,1.58,247.14,2844.46,676.04,2026-05-18,EL CENTAVITO,1,0,1,2026-03-31,77.13,1954.71,688.31,0.25,19.00,4.42
2026-05-18,2000165,4000165,2019-05-05,2026-05-12,69,A,20,3957.15,649.88,1.00,1,64.99,158.19,3190.45,1009.88,2026-05-18,EL CENTAVITO,0,0,1,2025-07-27,59.07,526.06,836.79,0.67,60.64,7.94
2026-05-18,2000166,4000166,2018-03-29,2026-04-05,48,I,1,6961.64,519.33,2.00,1,51.93,1173.78,727.80,1465.45,2026-05-18,EL CENTAVITO,0,1,1,2026-04-08,188.70,939.09,214.18,0.73,90.65,10.20
2026-05-18,2000167,4000167,2025-08-08,2026-03-27,48,A,10,1452.79,35.22,1.00,1,3.52,105.30,1620.84,2618.82,2026-05-18,EL CENTAVITO,0,0,1,2025-11-28,261.94,1311.18,411.89,0.07,18.17,3.28
2026-05-18,2000168,4000168,2022-02-16,2026-05-18,48,A,10,4778.26,505.93,1.50,1,50.59,1279.79,3399.27,2837.84,2026-05-18,EL CENTAVITO,0,1,1,2025-09-20,668.62,2194.16,725.45,0.95,70.92,22.82
2026-05-18,2000169,4000169,2023-07-17,2026-04-03,5,A,1,4887.21,445.40,1.00,1,44.54,167.48,3413.28,2950.03,2026-05-18,AHORROS,0,0,1,2026-02-18,267.67,715.57,25.37,0.63,39.74,7.65
2026-05-18,2000170,4000170,2022-01-14,2026-03-20,20,A,20,13189.16,640.08,2.00,1,64.01,248.67,872.86,1598.23,2026-05-18,EL CENTAVITO,1,0,1,2026-04-12,192.09,268.69,472.99,2.35,262.15,12.57
2026-05-18,2000171,4000171,2024-07-16,2026-03-29,20,A,20,4961.48,177.39,1.00,1,17.74,1280.23,2358.63,3070.00,2026-05-18,EL CENTAVITO,0,0,1,2026-02-17,248.89,2336.15,623.63,0.21,29.15,12.49
2026-05-18,2000172,4000172,2023-02-13,2026-03-03,5,A,20,11978.18,1718.31,1.00,1,171.83,1169.21,2922.70,40.23,2026-05-18,AHORROS,1,0,1,2025-09-08,351.93,1042.52,623.93,0.82,94.19,16.49
2026-05-18,2000173,4000173,2023-02-06,2026-05-06,48,A,20,17363.12,745.96,1.00,1,74.60,1467.25,2668.71,1558.09,2026-05-18,CUENTA BASICA,1,0,1,2026-03-09,827.97,1550.94,929.72,3.46,214.28,11.56
2026-05-18,2000174,4000174,2018-11-21,2026-05-11,60,A,20,1119.48,139.34,1.50,1,13.93,473.67,2601.40,2051.96,2026-05-18,CUENTA BASICA,0,1,1,2026-03-31,0.10,768.81,983.17,0.05,21.69,3.24
2026-05-18,2000175,4000175,2025-08-30,2026-03-30,48,A,20,1658.05,218.61,0.60,1,21.86,1233.77,3141.23,594.06,2026-05-18,EL CENTAVITO,1,0,1,2025-05-13,323.69,913.47,276.83,0.26,4.99,6.27
2026-05-18,2000176,4000176,2019-10-22,2026-03-24,20,A,1,17388.74,1202.16,1.00,1,120.22,34.68,1094.28,2432.37,2026-05-18,EL CENTAVITO,0,0,1,2026-03-12,448.50,2185.25,53.35,2.01,138.21,18.59
2026-05-18,2000177,4000177,2023-06-21,2026-03-11,60,A,1,12154.89,687.92,1.00,1,68.79,690.47,2791.06,3457.89,2026-05-18,CUENTA BASICA,0,1,1,2025-04-02,721.92,915.51,878.87,1.24,217.17,12.19
2026-05-18,2000178,4000178,2021-10-28,2026-03-26,48,I,20,2879.83,420.41,2.00,1,42.04,439.99,2604.26,3477.18,2026-05-18,CUENTA BASICA,1,1,1,2025-06-16,122.99,28.72,677.10,0.22,2.20,7.37
2026-05-18,2000179,4000179,2019-07-24,2026-05-15,48,A,10,6713.10,388.80,1.50,1,38.88,958.20,774.85,571.61,2026-05-18,AHORROS,0,1,1,2026-04-20,207.09,2028.79,639.49,0.36,47.66,18.37
2026-05-18,2000180,4000180,2025-01-17,2026-04-03,5,A,1,15352.68,2679.04,1.00,1,267.90,1512.16,391.03,774.97,2026-05-18,CUENTA BASICA,1,0,1,2025-04-09,89.14,1526.90,145.97,1.05,303.06,34.78
2026-05-18,2000181,4000181,2026-04-21,2026-04-12,48,A,20,10981.94,1501.44,1.50,1,150.14,44.95,496.05,1655.14,2026-05-18,EL CENTAVITO,0,0,1,2026-01-20,370.62,273.63,633.81,2.01,196.13,16.17
2026-05-18,2000182,4000182,2021-05-12,2026-03-19,5,A,10,8468.61,188.75,1.00,1,18.88,360.27,3577.30,1946.35,2026-05-18,EL CENTAVITO,1,1,1,2025-01-01,12.06,1440.74,589.23,1.22,150.14,40.34
2026-05-18,2000183,4000183,2023-11-30,2026-05-09,60,A,1,5680.05,643.36,2.00,1,64.34,757.60,397.77,3581.23,2026-05-18,AHORROS,0,0,1,2025-02-19,268.46,224.46,852.74,0.81,31.01,15.03
2026-05-18,2000184,4000184,2020-03-31,2026-03-16,20,A,20,343.71,20.21,0.60,1,2.02,1422.58,3410.04,2164.65,2026-05-18,AHORROS,1,0,1,2025-09-29,594.99,1212.32,1180.35,0.01,5.52,0.88
2026-05-18,2000185,4000185,2025-12-08,2026-05-06,5,A,1,16676.78,1675.30,1.50,1,167.53,411.56,1098.60,952.62,2026-05-18,AHORROS,0,1,1,2025-12-19,369.86,899.46,873.44,2.10,302.04,16.03
2026-05-18,2000186,4000186,2018-10-21,2026-03-14,69,A,10,8660.14,637.19,1.00,1,63.72,1573.63,1205.19,3458.63,2026-05-18,EL CENTAVITO,1,1,1,2026-01-25,732.63,1209.75,37.09,0.66,37.72,37.07
2026-05-18,2000187,4000187,2020-04-15,2026-05-18,20,A,1,6757.74,1175.36,0.60,1,117.54,263.75,3838.56,2256.28,2026-05-18,CUENTA BASICA,1,1,1,2025-04-13,14.59,629.03,9.09,1.31,72.77,10.74
2026-05-18,2000188,4000188,2021-04-08,2026-03-05,60,A,10,16988.18,2200.69,1.50,1,220.07,56.89,179.36,1136.33,2026-05-18,CUENTA BASICA,1,1,1,2026-05-18,611.55,883.66,91.66,2.64,294.85,81.61
2026-05-18,2000189,4000189,2019-03-03,2026-05-16,69,A,1,12221.42,1622.50,1.00,1,162.25,839.47,1351.79,2360.69,2026-05-18,CUENTA BASICA,1,0,1,2026-04-30,876.80,2074.38,959.28,1.21,126.67,27.20
2026-05-18,2000190,4000190,2021-07-23,2026-04-14,20,I,1,7894.15,193.47,1.00,1,19.35,658.99,2778.77,724.19,2026-05-18,EL CENTAVITO,1,0,1,2026-02-03,871.65,1830.19,489.81,0.88,59.85,12.22
2026-05-18,2000191,4000191,2026-01-29,2026-04-15,41,A,20,9394.15,1409.03,0.60,1,140.90,1289.87,1040.55,0.07,2026-05-18,EL CENTAVITO,1,1,1,2025-08-20,382.90,1701.48,423.94,1.47,143.23,44.31
2026-05-18,2000192,4000192,2021-03-01,2026-03-06,48,A,10,3980.59,111.61,2.00,1,11.16,710.69,3301.62,2927.84,2026-05-18,AHORROS,1,0,1,2025-01-22,876.18,204.14,1063.92,0.43,1.62,6.55
2026-05-18,2000193,4000193,2023-01-19,2026-04-18,69,A,20,16371.27,2984.45,1.50,1,298.44,105.36,3477.12,3484.01,2026-05-18,CUENTA BASICA,0,1,1,2025-12-22,27.28,2152.16,930.22,2.52,39.97,64.56
2026-05-18,2000194,4000194,2018-11-15,2026-03-17,41,A,10,17612.91,106.23,0.60,1,10.62,886.02,3742.72,3756.39,2026-05-18,EL CENTAVITO,0,1,1,2026-01-10,29.80,2352.35,112.38,0.98,181.60,10.25
2026-05-18,2000195,4000195,2019-07-14,2026-03-20,41,A,20,9979.55,540.65,0.60,1,54.06,238.53,3549.00,1989.57,2026-05-18,CUENTA BASICA,1,1,1,2025-10-21,618.91,2297.36,279.31,1.99,122.64,24.56
2026-05-18,2000196,4000196,2025-05-19,2026-03-19,48,A,20,12347.70,515.88,2.00,1,51.59,629.22,1455.26,191.22,2026-05-18,EL CENTAVITO,1,1,1,2025-12-21,640.94,1355.98,642.19,1.76,14.87,55.80
2026-05-18,2000197,4000197,2024-08-20,2026-05-11,69,A,10,17490.32,170.57,0.60,1,17.06,1009.77,3223.22,1058.87,2026-05-18,EL CENTAVITO,1,1,1,2026-03-22,612.07,1894.77,49.88,1.79,141.94,37.46
2026-05-18,2000198,4000198,2019-12-22,2026-04-20,60,A,20,2764.46,421.43,1.00,1,42.14,699.74,1348.42,2659.16,2026-05-18,CUENTA BASICA,1,0,1,2026-01-12,739.98,619.54,1072.43,0.15,31.41,10.34
2026-05-18,2000199,4000199,2024-11-14,2026-03-20,69,I,1,7078.25,543.18,1.00,1,54.32,954.30,1808.30,3344.11,2026-05-18,AHORROS,1,1,1,2025-05-23,517.23,1906.03,1035.98,1.35,127.83,0.99
2026-05-18,2000200,4000200,2025-08-20,2026-04-25,5,A,1,14634.11,2295.03,1.50,1,229.50,887.40,3686.45,1783.00,2026-05-18,AHORROS,1,1,1,2025-09-22,501.94,1213.57,9.21,0.04,212.69,23.92
2026-05-18,2000201,4000201,2021-01-26,2026-05-15,20,I,10,8916.34,1565.28,1.00,1,156.53,1333.82,192.81,3605.38,2026-05-18,AHORROS,1,1,1,2025-07-01,442.97,1329.98,1012.01,1.57,108.20,38.16
2026-05-18,2000202,4000202,2025-04-25,2026-04-03,60,A,10,17821.41,2354.97,0.60,1,235.50,561.22,1795.58,48.73,2026-05-18,CUENTA BASICA,0,1,1,2025-12-22,349.73,2236.69,977.00,1.04,237.13,44.19
2026-05-18,2000203,4000203,2025-10-21,2026-04-19,5,A,1,11371.24,336.45,1.50,1,33.65,1452.54,2847.97,1362.91,2026-05-18,EL CENTAVITO,0,1,1,2026-01-02,452.89,826.53,42.64,1.54,10.22,25.91
2026-05-18,2000204,4000204,2018-05-23,2026-04-08,41,A,20,146.91,23.74,1.00,1,2.37,193.20,2594.87,2400.31,2026-05-18,AHORROS,1,1,1,2025-01-10,371.28,965.45,610.00,0.01,1.87,0.06
2026-05-18,2000205,4000205,2025-05-26,2026-04-01,5,A,10,100.56,15.48,2.00,1,1.55,75.72,128.35,2915.80,2026-05-18,AHORROS,0,0,1,2025-08-04,455.55,362.14,952.32,0.01,0.70,0.47
2026-05-18,2000206,4000206,2023-05-18,2026-03-06,60,A,20,14044.34,2440.73,0.60,1,244.07,1305.97,1298.03,2794.46,2026-05-18,AHORROS,1,0,1,2026-01-26,534.55,1333.64,552.19,1.94,266.01,40.32
2026-05-18,2000207,4000207,2023-06-08,2026-03-30,69,A,10,5890.18,674.94,0.60,1,67.49,919.05,2233.55,1370.36,2026-05-18,CUENTA BASICA,1,1,1,2025-03-21,757.80,493.19,1104.31,0.77,78.84,29.37
2026-05-18,2000208,4000208,2018-05-02,2026-03-02,5,A,10,6923.23,517.29,1.50,1,51.73,864.37,969.58,2492.55,2026-05-18,AHORROS,0,0,1,2025-08-01,165.60,1606.85,446.91,0.09,5.07,5.49
2026-05-18,2000209,4000209,2018-10-30,2026-03-27,69,A,20,15886.59,2452.31,2.00,1,245.23,1439.61,969.02,2668.41,2026-05-18,EL CENTAVITO,1,1,1,2026-03-24,823.57,453.47,227.57,0.81,1.42,23.01
2026-05-18,2000210,4000210,2025-11-05,2026-04-04,41,A,10,15139.71,1308.52,2.00,1,130.85,884.50,721.39,2426.60,2026-05-18,CUENTA BASICA,1,1,1,2025-08-16,209.82,755.34,674.43,2.57,296.08,34.23
2026-05-18,2000211,4000211,2024-03-11,2026-03-14,41,I,10,7523.93,689.06,1.50,1,68.91,1495.70,741.56,3509.13,2026-05-18,EL CENTAVITO,1,1,1,2025-03-07,564.29,2072.63,82.70,0.15,38.63,13.86
2026-05-18,2000212,4000212,2022-10-27,2026-04-24,60,A,1,3109.97,40.12,1.00,1,4.01,461.26,3500.59,1916.96,2026-05-18,CUENTA BASICA,1,1,1,2026-02-16,858.62,2361.02,994.90,0.03,11.95,13.21
2026-05-18,2000213,4000213,2019-08-15,2026-04-26,69,A,1,17762.27,2234.51,0.60,1,223.45,1279.85,1582.01,2806.01,2026-05-18,EL CENTAVITO,1,1,1,2025-05-14,629.08,1729.67,1028.82,3.15,32.17,80.87
2026-05-18,2000214,4000214,2021-08-19,2026-05-10,20,A,20,17261.47,2715.32,1.50,1,271.53,1063.08,2478.59,2433.83,2026-05-18,EL CENTAVITO,0,1,1,2026-04-12,705.00,1678.03,1102.33,2.60,56.22,52.02
2026-05-18,2000215,4000215,2022-05-08,2026-04-02,20,A,1,1055.08,90.53,0.60,1,9.05,1219.77,267.71,1957.20,2026-05-18,CUENTA BASICA,0,0,1,2026-03-14,451.38,2021.33,960.54,0.10,13.72,0.34
2026-05-18,2000216,4000216,2022-02-17,2026-04-29,69,A,1,14885.90,2626.38,1.50,1,262.64,971.50,2508.10,3457.37,2026-05-18,CUENTA BASICA,0,1,1,2025-02-13,699.68,1615.13,114.42,1.61,274.33,63.06
2026-05-18,2000217,4000217,2020-03-13,2026-03-13,48,I,10,17192.88,636.54,1.50,1,63.65,750.24,644.82,2351.37,2026-05-18,EL CENTAVITO,0,1,1,2025-01-30,339.98,2249.96,1166.93,0.17,106.44,64.09
2026-05-18,2000218,4000218,2020-10-23,2026-04-03,20,A,1,8679.76,836.25,1.50,1,83.62,846.02,3750.57,2712.26,2026-05-18,CUENTA BASICA,1,0,1,2026-05-08,810.74,1503.60,880.82,1.70,151.25,27.82
2026-05-18,2000219,4000219,2020-06-20,2026-03-02,60,A,20,13525.01,189.34,0.60,1,18.93,1578.80,981.48,3224.50,2026-05-18,CUENTA BASICA,0,1,1,2025-07-07,642.93,535.90,457.64,0.55,28.03,35.23
2026-05-18,2000220,4000220,2018-02-28,2026-04-01,48,A,20,3398.44,102.18,2.00,1,10.22,760.24,3578.57,1482.18,2026-05-18,AHORROS,0,0,1,2026-01-10,651.85,439.30,685.80,0.13,25.23,13.03
2026-05-18,2000221,4000221,2022-01-20,2026-04-21,69,A,1,12329.80,1064.76,0.60,1,106.48,1457.62,3506.56,3682.86,2026-05-18,EL CENTAVITO,0,1,1,2025-01-20,814.17,1959.35,851.81,1.95,123.42,28.46
2026-05-18,2000222,4000222,2019-03-06,2026-04-15,69,I,20,10301.66,1261.82,2.00,1,126.18,777.99,2854.64,81.43,2026-05-18,AHORROS,1,0,1,2026-03-20,565.20,1813.51,1037.84,1.61,11.10,39.46
2026-05-18,2000223,4000223,2018-11-01,2026-03-10,41,A,10,1641.81,136.22,1.00,1,13.62,808.83,256.54,420.85,2026-05-18,CUENTA BASICA,1,1,1,2026-05-09,93.10,412.31,739.46,0.03,32.26,2.05
2026-05-18,2000224,4000224,2024-01-29,2026-03-18,20,I,10,11097.07,518.51,1.50,1,51.85,583.03,702.40,2144.00,2026-05-18,CUENTA BASICA,1,0,1,2026-05-15,454.49,1112.48,589.45,2.08,138.60,27.42
