nro_socio,nombre_socio,sexo,estado_civil,fech_nacimiento,ingresos_socio,egresos_socio,nivel_educa,tipo_vivien,nro_carga_fam,tipo_vivien_orig,ciudad_orig,nro_credito
2000216,Lucia Mendoza Zambrano,F,V,1989-02-01,918.33,700.18,T,PROPIA,2,FAMILIAR,Portoviejo,1
2000217,Diana Torres Ponce,F,D,1993-07-15,2278.58,881.67,U,FAMILIAR,4,FAMILIAR,Guayaquil,1
2000218,Jorge Lopez Vera,M,C,1964-04-16,1420.56,1049.33,P,ARRENDADA,0,HIPOTECADA,Guayaquil,1
2000219,Jorge Mendoza Mendoza,M,C,1987-07-14,2741.13,1225.83,U,PROPIA,4,HIPOTECADA,Manta,1
2000220,Paola Mendoza Lopez,F,S,1986-05-30,3745.97,2414.79,S,PROPIA,5,PROPIA,Portoviejo,1
2000221,Diana Mendoza Torres,F,D,1988-06-12,2090.07,1177.46,T,ARRENDADA,5,HIPOTECADA,Quito,1
2000222,Andres Vera Moreira,M,D,1984-09-21,1123.11,364.44,N,ARRENDADA,4,FAMILIAR,Ambato,1
2000223,Maria Cedeño Zambrano,F,D,1979-05-12,2134.63,905.07,U,FAMILIAR,5,FAMILIAR,Cuenca,1
2000224,Andres Mendoza Lopez,M,U,2003-04-21,3102.60,2308.28,U,HIPOTECADA,2,FAMILIAR,Cuenca,1
2000225,Maria Lopez Lopez,F,D,1980-10-26,2883.56,1082.62,U,PROPIA,3,FAMILIAR,Portoviejo,1
2000226,Diego Torres Torres,M,D,2003-04-02,1100.05,887.05,P,HIPOTECADA,1,PROPIA,Quito,1
2000227,Andres Vera Torres,M,D,1983-11-29,1875.27,1485.19,S,PROPIA,1,PROPIA,Loja,1
2000228,Mateo Moreira Lopez,M,C,1958-12-16,3404.60,1017.78,U,FAMILIAR,1,PROPIA,Machala,1
2000229,Diego Mendoza Torres,M,C,1985-02-22,553.23,309.09,T,FAMILIAR,4,ARRENDADA,Quito,1
2000230,Jorge Moreira Mendoza,M,V,1999-12-09,690.44,262.84,U,HIPOTECADA,3,PROPIA,Loja,1
2000231,Lucia Moreira Mendoza,F,S,1960-03-14,764.62,372.85,T,PROPIA,5,HIPOTECADA,Ambato,1
2000232,Miguel Torres Cedeño,M,U,1972-09-14,896.48,324.21,N,HIPOTECADA,3,HIPOTECADA,Manta,1
2000233,Camila Lopez Torres,F,V,1977-06-22,1954.21,959.15,S,ARRENDADA,1,ARRENDADA,Ambato,1
2000234,Miguel Cedeño Vera,M,V,1970-12-25,1816.04,1369.51,T,FAMILIAR,2,PROPIA,Machala,1
2000235,Diana Ponce Mendoza,F,V,1984-04-14,3182.90,2112.23,S,FAMILIAR,1,ARRENDADA,Loja,1
2000236,Andres Moreira Torres,M,U,2000-01-07,3231.44,2439.79,N,FAMILIAR,5,FAMILIAR,Manta,1
2000237,Sofia Cedeño Lopez,F,V,2000-03-18,2677.35,2127.44,U,FAMILIAR,1,PROPIA,Cuenca,1
2000238,Maria Mendoza Mendoza,F,S,1985-05-03,829.20,570.39,P,FAMILIAR,5,HIPOTECADA,Loja,1
2000239,Carlos Ponce Zambrano,M,V,1964-12-20,2507.45,1022.63,T,ARRENDADA,3,HIPOTECADA,Manta,1
2000240,Andres Vera Mendoza,M,S,1980-08-11,3508.37,2340.32,U,FAMILIAR,4,PROPIA,Loja,1
2000241,Mateo Mendoza Mendoza,M,V,1963-08-09,2246.03,1410.70,P,FAMILIAR,1,PROPIA,Loja,1
2000242,Sofia Lopez Torres,F,S,2001-12-17,2208.29,1769.85,S,HIPOTECADA,3,FAMILIAR,Ambato,1
2000243,Carlos Moreira Lopez,M,S,1955-02-09,3982.28,2531.14,U,FAMILIAR,0,HIPOTECADA,Ambato,1
2000244,Lucia Zambrano Ponce,F,U,1976-10-23,4027.26,2670.06,T,HIPOTECADA,3,PROPIA,Cuenca,1
2000245,Diana Mendoza Lopez,F,S,1973-10-20,487.42,379.68,S,HIPOTECADA,0,PROPIA,Machala,1
2000246,Miguel Ponce Moreira,M,S,1982-10-30,2523.26,1467.65,P,ARRENDADA,5,FAMILIAR,Cuenca,1
2000247,Maria Ponce Cedeño,F,V,1964-09-28,592.28,281.45,U,ARRENDADA,5,FAMILIAR,Machala,1
2000248,Oscar Cedeño Mendoza,M,S,1975-12-12,1291.97,400.30,S,ARRENDADA,1,HIPOTECADA,Quito,1
2000249,Sofia Vera Mendoza,F,D,1971-07-26,1032.57,723.07,S,FAMILIAR,1,PROPIA,Guayaquil,1
2000250,Paola Lopez Mendoza,F,U,2003-07-08,3623.24,2315.68,S,HIPOTECADA,3,PROPIA,Guayaquil,1
2000251,Andres Cedeño Zambrano,M,C,1984-09-26,697.93,411.41,N,HIPOTECADA,3,PROPIA,Loja,1
2000252,Ana Moreira Mendoza,F,V,1961-12-19,3070.06,1290.72,P,HIPOTECADA,3,FAMILIAR,Loja,1
2000253,Jorge Moreira Vera,M,V,1999-09-17,1034.54,439.82,N,HIPOTECADA,4,ARRENDADA,Loja,1
2000254,Ana Vera Vera,F,C,1994-01-26,1471.55,419.42,U,PROPIA,3,ARRENDADA,Quito,1
2000255,Andres Cedeño Lopez,M,U,1972-12-14,525.24,367.09,S,ARRENDADA,3,ARRENDADA,Portoviejo,1
2000256,Ana Lopez Vera,F,S,1990-01-22,1765.30,938.06,S,ARRENDADA,0,ARRENDADA,Portoviejo,1
2000257,Gabriela Mendoza Cedeño,F,D,1987-03-22,1784.27,802.75,S,ARRENDADA,4,FAMILIAR,Ambato,1
2000258,Diana Moreira Torres,F,V,1973-08-22,2315.68,1281.75,N,ARRENDADA,1,ARRENDADA,Manta,1
2000259,Maria Cedeño Cedeño,F,C,1955-03-27,1481.99,1108.67,N,HIPOTECADA,3,FAMILIAR,Quito,1
2000260,Mateo Torres Lopez,M,D,1981-09-06,3104.54,2115.63,T,FAMILIAR,3,ARRENDADA,Ambato,1
2000261,Maria Lopez Lopez,F,V,1998-02-12,2837.45,1636.52,P,HIPOTECADA,3,FAMILIAR,Portoviejo,1
2000262,Miguel Torres Moreira,M,U,1999-05-29,4079.07,1224.62,P,PROPIA,0,FAMILIAR,Quito,1
2000263,Paola Mendoza Zambrano,F,S,1961-10-02,3156.31,2491.56,N,FAMILIAR,0,FAMILIAR,Machala,1
2000264,Ana Torres Mendoza,F,D,2001-01-08,3568.48,2806.41,N,FAMILIAR,3,PROPIA,Quito,1
2000265,Paola Vera Moreira,F,C,1992-02-13,4021.44,2504.70,S,ARRENDADA,2,ARRENDADA,Loja,1
2000266,Ana Mendoza Ponce,F,C,1958-03-22,3139.06,1883.23,T,PROPIA,2,FAMILIAR,Guayaquil,1
2000267,Camila Ponce Zambrano,F,U,1955-05-16,2484.68,1094.96,P,FAMILIAR,2,FAMILIAR,Quito,1
2000268,Sofia Torres Zambrano,F,C,1981-11-20,2317.98,1051.98,U,HIPOTECADA,5,FAMILIAR,Machala,1
2000269,Maria Moreira Ponce,F,C,1978-10-15,3691.55,1781.90,N,HIPOTECADA,0,HIPOTECADA,Machala,1
2000270,Camila Cedeño Lopez,F,V,1959-04-25,2750.99,1943.49,U,FAMILIAR,1,PROPIA,Guayaquil,1
2000271,Ana Ponce Torres,F,V,1961-11-11,3381.65,2164.96,N,PROPIA,4,ARRENDADA,Portoviejo,1
2000272,Gabriela Lopez Moreira,F,V,2001-01-21,2396.53,765.86,T,ARRENDADA,0,HIPOTECADA,Guayaquil,1
2000273,Camila Ponce Vera,F,S,1981-04-20,2445.82,1260.82,S,PROPIA,4,PROPIA,Manta,1
2000274,Camila Mendoza Zambrano,F,S,2000-08-04,2820.67,2267.44,N,HIPOTECADA,0,PROPIA,Cuenca,1
2000275,Oscar Zambrano Moreira,M,V,1981-06-08,2817.49,1931.11,T,HIPOTECADA,1,HIPOTECADA,Machala,1
2000276,Paola Ponce Vera,F,U,1986-06-18,3001.58,1190.33,S,PROPIA,3,ARRENDADA,Ambato,1
2000277,Sofia Ponce Moreira,F,V,1956-03-28,2134.34,1356.44,N,HIPOTECADA,0,FAMILIAR,Loja,1
2000278,Luis Cedeño Vera,M,D,1992-08-31,1960.64,1085.36,U,PROPIA,2,PROPIA,Guayaquil,1
2000279,Mateo Moreira Lopez,M,V,1993-08-10,3242.87,1532.45,U,PROPIA,5,ARRENDADA,Quito,1
2000280,Ana Vera Torres,F,U,1969-01-19,978.98,447.98,N,FAMILIAR,5,PROPIA,Guayaquil,1
2000281,Sofia Zambrano Zambrano,F,U,1969-11-04,3794.24,1737.21,U,ARRENDADA,4,ARRENDADA,Cuenca,1
2000282,Jorge Cedeño Vera,M,V,1956-07-21,2577.54,847.90,T,FAMILIAR,4,FAMILIAR,Loja,1
2000283,Andres Zambrano Cedeño,M,C,1995-06-07,950.44,311.48,S,ARRENDADA,3,HIPOTECADA,Machala,1
2000284,Ana Torres Cedeño,F,C,1961-10-16,918.28,692.06,T,FAMILIAR,5,HIPOTECADA,Quito,1
2000285,Oscar Moreira Vera,M,V,1984-03-14,2280.45,974.72,S,ARRENDADA,4,HIPOTECADA,Quito,1
2000286,Oscar Ponce Cedeño,M,U,1962-11-29,2434.18,1021.96,T,FAMILIAR,5,PROPIA,Cuenca,1
2000287,Luis Ponce Cedeño,M,D,1963-07-20,1537.21,911.60,P,HIPOTECADA,1,FAMILIAR,Quito,1
2000288,Camila Ponce Mendoza,F,D,1967-04-03,2376.78,1064.38,U,FAMILIAR,2,ARRENDADA,Guayaquil,1
2000289,Andres Vera Ponce,M,C,1978-10-27,3618.12,2364.11,S,HIPOTECADA,0,HIPOTECADA,Manta,1
2000290,Ana Lopez Torres,F,S,2002-05-26,2412.24,1542.06,T,HIPOTECADA,1,HIPOTECADA,Loja,1
2000291,Ana Moreira Mendoza,F,D,1955-08-10,2337.82,1873.36,U,FAMILIAR,1,FAMILIAR,Cuenca,1
2000292,Paola Lopez Moreira,F,C,1977-06-14,1778.41,1114.66,T,FAMILIAR,3,HIPOTECADA,Machala,1
2000293,Jorge Lopez Cedeño,M,C,1996-10-19,3618.32,1972.16,T,ARRENDADA,4,HIPOTECADA,Machala,1
2000294,Luis Lopez Lopez,M,V,1991-09-01,1856.41,575.23,T,PROPIA,0,FAMILIAR,Portoviejo,1
2000295,Oscar Cedeño Zambrano,M,C,1970-12-04,2998.68,1314.16,N,HIPOTECADA,0,HIPOTECADA,Guayaquil,1
2000296,Sofia Zambrano Cedeño,F,V,1998-08-29,1402.32,746.86,S,FAMILIAR,1,HIPOTECADA,Portoviejo,1
2000297,Carlos Lopez Moreira,M,D,1968-08-25,2586.23,1730.70,N,FAMILIAR,4,FAMILIAR,Ambato,1
2000298,Miguel Moreira Moreira,M,D,1971-10-12,997.66,689.77,U,HIPOTECADA,3,HIPOTECADA,Cuenca,1
2000299,Maria Torres Lopez,F,C,1991-06-10,4040.67,2746.58,S,FAMILIAR,0,FAMILIAR,Portoviejo,1
2000300,Camila Vera Zambrano,F,U,2003-05-21,2366.36,1231.36,S,PROPIA,0,PROPIA,Portoviejo,1
2000301,Ana Zambrano Torres,F,U,1975-11-03,3621.37,1269.69,T,FAMILIAR,1,ARRENDADA,Machala,1
2000302,Ana Zambrano Zambrano,F,C,1970-06-21,2751.33,2104.59,P,HIPOTECADA,5,ARRENDADA,Cuenca,1
2000303,Miguel Ponce Ponce,M,D,1998-01-09,1260.09,405.25,U,ARRENDADA,4,PROPIA,Ambato,1
2000304,Andres Mendoza Cedeño,M,U,1974-08-16,3280.28,2617.51,S,HIPOTECADA,5,PROPIA,Cuenca,1
2000305,Paola Ponce Cedeño,F,D,1996-07-22,3230.16,1935.77,N,HIPOTECADA,2,ARRENDADA,Machala,1
2000306,Miguel Vera Moreira,M,D,1987-07-17,2887.67,2228.48,P,PROPIA,3,FAMILIAR,Cuenca,1
2000307,Paola Vera Cedeño,F,U,1969-08-08,3534.20,2302.94,S,FAMILIAR,2,ARRENDADA,Portoviejo,1
2000308,Diana Moreira Cedeño,F,V,1964-05-11,1650.26,1008.02,P,FAMILIAR,5,PROPIA,Ambato,1
2000309,Diego Vera Lopez,M,S,1975-09-02,1819.73,859.96,U,PROPIA,3,HIPOTECADA,Loja,1
2000310,Paola Ponce Torres,F,U,1993-06-15,2771.08,2265.37,S,PROPIA,2,ARRENDADA,Manta,1
2000311,Diego Zambrano Lopez,M,S,1997-05-15,3753.99,1623.87,P,FAMILIAR,2,PROPIA,Loja,1
2000312,Sofia Cedeño Ponce,F,D,1970-04-06,2210.97,688.30,S,HIPOTECADA,5,HIPOTECADA,Loja,1
2000313,Ana Zambrano Moreira,F,C,1986-12-26,3777.17,1905.98,S,ARRENDADA,2,FAMILIAR,Loja,1
2000314,Carlos Moreira Moreira,M,V,1992-03-03,2886.21,1143.59,U,HIPOTECADA,5,PROPIA,Portoviejo,1
2000315,Ana Lopez Lopez,F,U,1973-02-28,3166.91,2260.20,N,HIPOTECADA,1,ARRENDADA,Manta,1
2000316,Sofia Vera Zambrano,F,D,1969-04-07,1321.78,980.18,T,ARRENDADA,0,FAMILIAR,Loja,1
2000317,Gabriela Ponce Mendoza,F,S,1974-12-15,3106.70,1255.04,T,ARRENDADA,2,FAMILIAR,Machala,1
2000318,Maria Lopez Vera,F,C,1986-11-07,1541.41,863.40,P,ARRENDADA,2,ARRENDADA,Cuenca,1
2000319,Luis Moreira Lopez,M,S,1995-05-21,3697.19,2339.89,P,PROPIA,4,FAMILIAR,Ambato,1
2000320,Lucia Moreira Moreira,F,V,1973-09-28,1247.29,423.51,N,HIPOTECADA,2,HIPOTECADA,Quito,1
2000321,Jorge Ponce Mendoza,M,D,1984-01-24,1941.63,656.85,T,FAMILIAR,5,FAMILIAR,Machala,1
2000322,Maria Zambrano Moreira,F,V,1991-01-06,2640.17,741.33,N,HIPOTECADA,0,FAMILIAR,Guayaquil,1
2000323,Diana Cedeño Zambrano,F,U,1972-03-30,4051.02,2787.55,N,HIPOTECADA,3,HIPOTECADA,Manta,1
2000324,Paola Zambrano Moreira,F,V,1996-04-24,1705.67,880.55,U,FAMILIAR,3,FAMILIAR,Loja,1
2000325,Mateo Lopez Ponce,M,D,1965-01-14,3497.43,1574.27,P,HIPOTECADA,1,PROPIA,Cuenca,1
2000326,Oscar Vera Ponce,M,V,1967-11-15,1574.90,629.35,U,PROPIA,0,ARRENDADA,Quito,1
2000327,Diego Cedeño Ponce,M,D,1982-09-26,3974.45,1191.65,S,HIPOTECADA,0,PROPIA,Loja,1
2000328,Sofia Mendoza Zambrano,F,D,1971-04-13,3336.63,2005.76,P,FAMILIAR,2,HIPOTECADA,Loja,1
2000329,Paola Moreira Cedeño,F,V,1979-02-19,2762.05,1334.70,U,FAMILIAR,4,FAMILIAR,Guayaquil,1
2000330,Gabriela Zambrano Ponce,F,U,1971-11-04,2811.46,2188.37,U,FAMILIAR,4,PROPIA,Ambato,1
2000331,Diego Torres Torres,M,D,1987-02-24,2740.33,1201.08,T,FAMILIAR,0,PROPIA,Ambato,1
2000332,Oscar Vera Ponce,M,C,1963-11-16,3405.96,1547.93,P,ARRENDADA,3,FAMILIAR,Machala,1
2000333,Jorge Cedeño Cedeño,M,S,1980-01-01,2868.67,2038.52,U,ARRENDADA,1,ARRENDADA,Quito,1
2000334,Diego Ponce Torres,M,S,1962-03-10,2180.02,647.12,P,ARRENDADA,2,ARRENDADA,Guayaquil,1
2000335,Diego Moreira Lopez,M,S,2000-07-08,2506.45,1957.37,N,HIPOTECADA,4,ARRENDADA,Quito,1
2000336,Jorge Ponce Cedeño,M,V,1975-10-01,1498.35,1225.32,N,HIPOTECADA,5,FAMILIAR,Machala,1
2000337,Gabriela Moreira Zambrano,F,U,1959-12-29,2081.84,727.01,S,FAMILIAR,1,ARRENDADA,Guayaquil,1
2000338,Andres Lopez Ponce,M,S,1972-10-18,836.41,308.76,P,ARRENDADA,0,HIPOTECADA,Loja,1
2000339,Ana Lopez Lopez,F,V,1957-12-19,1754.31,938.01,T,ARRENDADA,5,HIPOTECADA,Portoviejo,1
2000340,Miguel Mendoza Cedeño,M,V,1955-07-15,2973.11,939.75,U,PROPIA,1,FAMILIAR,Manta,1
2000341,Ana Mendoza Lopez,F,U,1994-11-19,2494.83,1779.84,P,ARRENDADA,0,ARRENDADA,Ambato,1
2000342,Oscar Mendoza Torres,M,V,1992-06-19,2864.11,1642.68,P,FAMILIAR,0,FAMILIAR,Machala,1
2000343,Sofia Moreira Lopez,F,V,1993-05-08,2924.96,1641.03,T,HIPOTECADA,4,HIPOTECADA,Loja,1
2000344,Carlos Vera Mendoza,M,V,1988-03-18,2379.95,1473.56,T,PROPIA,2,PROPIA,Ambato,1
2000345,Camila Torres Ponce,F,C,1967-07-10,3887.03,1213.22,N,HIPOTECADA,1,HIPOTECADA,Portoviejo,1
2000346,Maria Lopez Zambrano,F,V,1964-02-27,2898.67,2173.54,T,PROPIA,2,FAMILIAR,Manta,1
2000347,Ana Lopez Zambrano,F,D,1990-01-19,4180.23,2783.78,T,FAMILIAR,1,FAMILIAR,Quito,1
2000348,Gabriela Mendoza Zambrano,F,V,1958-07-20,2931.79,1192.82,U,FAMILIAR,0,PROPIA,Ambato,1
2000349,Ana Torres Torres,F,U,1974-04-15,1309.39,556.92,U,PROPIA,2,PROPIA,Ambato,1
2000350,Gabriela Ponce Mendoza,F,U,1986-12-25,520.83,233.53,T,PROPIA,4,FAMILIAR,Loja,1
2000351,Maria Ponce Cedeño,F,C,1964-09-24,3172.47,1289.02,N,PROPIA,4,FAMILIAR,Quito,1
2000352,Sofia Ponce Ponce,F,D,1968-07-31,2045.91,756.83,N,FAMILIAR,3,FAMILIAR,Cuenca,1
2000353,Jorge Ponce Moreira,M,S,1976-06-30,1599.17,639.56,S,HIPOTECADA,3,HIPOTECADA,Quito,1
2000354,Oscar Zambrano Mendoza,M,C,1989-11-24,4006.54,1770.36,S,PROPIA,0,FAMILIAR,Loja,1
2000355,Gabriela Vera Zambrano,F,D,1978-02-11,2059.56,911.31,U,PROPIA,2,FAMILIAR,Portoviejo,1
2000356,Ana Mendoza Cedeño,F,S,1981-08-17,3837.82,2544.63,N,ARRENDADA,3,ARRENDADA,Ambato,1
2000357,Carlos Torres Lopez,M,D,1969-12-15,3286.38,1483.79,U,HIPOTECADA,5,HIPOTECADA,Guayaquil,1
2000358,Jorge Cedeño Ponce,M,D,1992-10-24,3221.14,1280.73,P,ARRENDADA,0,HIPOTECADA,Portoviejo,1
2000359,Diego Mendoza Lopez,M,S,1967-08-10,1240.15,502.81,N,PROPIA,0,FAMILIAR,Manta,1
2000360,Ana Torres Moreira,F,U,1971-08-13,2471.78,778.15,T,FAMILIAR,1,FAMILIAR,Ambato,1
2000361,Maria Zambrano Vera,F,D,2001-03-11,1482.87,557.31,U,FAMILIAR,3,ARRENDADA,Cuenca,1
2000362,Mateo Zambrano Mendoza,M,V,1982-03-05,431.05,285.52,N,FAMILIAR,0,HIPOTECADA,Quito,1
2000363,Paola Lopez Vera,F,U,1980-06-14,4080.02,1371.22,N,HIPOTECADA,3,FAMILIAR,Machala,1
2000364,Diego Lopez Mendoza,M,U,1995-01-02,1077.14,771.65,P,HIPOTECADA,5,PROPIA,Manta,1
2000365,Camila Vera Moreira,F,U,1979-12-16,2834.57,1347.59,T,PROPIA,5,ARRENDADA,Ambato,1
2000366,Miguel Mendoza Ponce,M,D,1998-01-31,2237.62,1067.70,S,ARRENDADA,0,FAMILIAR,Manta,1
2000367,Diego Torres Cedeño,M,S,1962-08-31,3925.71,3161.35,N,PROPIA,4,PROPIA,Machala,1
2000368,Jorge Zambrano Ponce,M,S,1980-05-21,3120.34,1456.85,T,HIPOTECADA,1,PROPIA,Machala,1
2000369,Paola Lopez Ponce,F,U,1984-04-03,2568.02,1555.49,U,HIPOTECADA,1,ARRENDADA,Ambato,1
2000370,Diana Mendoza Torres,F,V,1969-11-03,2593.13,2042.01,T,HIPOTECADA,5,HIPOTECADA,Manta,1
2000371,Carlos Moreira Mendoza,M,D,1960-12-01,4071.99,1632.11,N,HIPOTECADA,0,PROPIA,Portoviejo,1
2000372,Gabriela Mendoza Moreira,F,D,1965-09-03,886.67,415.45,U,HIPOTECADA,4,HIPOTECADA,Ambato,1
2000373,Lucia Mendoza Moreira,F,C,1970-10-04,3223.16,2026.29,T,HIPOTECADA,2,PROPIA,Ambato,1
2000374,Sofia Ponce Ponce,F,V,1958-01-23,2619.20,1326.08,U,PROPIA,1,PROPIA,Machala,1
2000375,Sofia Torres Torres,F,S,1955-09-07,4103.87,2246.89,N,PROPIA,3,ARRENDADA,Portoviejo,1
2000376,Maria Vera Torres,F,U,1980-12-16,423.81,219.16,S,ARRENDADA,4,FAMILIAR,Quito,1
2000377,Luis Ponce Vera,M,U,1961-12-06,2386.58,1464.28,U,PROPIA,1,PROPIA,Portoviejo,1
2000378,Maria Torres Torres,F,S,1974-06-18,3880.87,2817.08,P,HIPOTECADA,3,ARRENDADA,Portoviejo,1
2000379,Camila Cedeño Zambrano,F,U,1984-12-11,3085.07,1763.96,T,FAMILIAR,1,PROPIA,Machala,1
2000380,Lucia Moreira Mendoza,F,S,1980-06-25,1335.16,521.72,S,HIPOTECADA,2,FAMILIAR,Loja,1
2000381,Diana Torres Lopez,F,U,1988-12-26,573.16,424.83,T,FAMILIAR,4,FAMILIAR,Quito,1
2000382,Diana Cedeño Mendoza,F,D,1995-02-11,2080.06,1043.93,T,PROPIA,4,ARRENDADA,Guayaquil,1
2000383,Maria Lopez Moreira,F,C,1967-03-10,3887.30,3032.75,P,HIPOTECADA,3,ARRENDADA,Manta,1
2000384,Diego Zambrano Moreira,M,D,1994-08-06,3598.03,2761.97,P,ARRENDADA,0,FAMILIAR,Ambato,1
2000385,Mateo Lopez Zambrano,M,V,1957-08-22,2385.46,1131.26,U,PROPIA,1,HIPOTECADA,Cuenca,1
2000386,Paola Moreira Zambrano,F,D,1968-06-22,501.92,269.08,S,FAMILIAR,1,FAMILIAR,Cuenca,1
2000387,Oscar Zambrano Mendoza,M,C,1967-11-04,2544.49,1263.73,N,FAMILIAR,1,HIPOTECADA,Portoviejo,1
2000388,Diana Ponce Mendoza,F,V,1977-06-07,698.49,522.29,P,PROPIA,4,FAMILIAR,Guayaquil,1
2000389,Maria Mendoza Vera,F,V,2001-11-28,3988.00,2982.56,S,PROPIA,4,HIPOTECADA,Loja,1
2000390,Carlos Mendoza Vera,M,D,1957-10-10,3120.17,913.90,S,FAMILIAR,3,HIPOTECADA,Machala,1
2000391,Jorge Vera Cedeño,M,S,1983-06-13,2645.09,2133.51,T,ARRENDADA,2,PROPIA,Portoviejo,1
2000392,Jorge Vera Lopez,M,U,1966-11-13,3671.64,1759.54,N,ARRENDADA,4,PROPIA,Cuenca,1
2000393,Luis Torres Lopez,M,V,1972-02-20,2731.38,1533.02,T,FAMILIAR,0,PROPIA,Quito,1
2000394,Andres Vera Zambrano,M,S,1996-12-07,890.92,583.20,S,ARRENDADA,0,PROPIA,Machala,1
2000395,Diego Lopez Ponce,M,U,1996-06-10,645.11,260.75,N,HIPOTECADA,3,HIPOTECADA,Portoviejo,1
2000396,Andres Mendoza Cedeño,M,D,2003-07-01,2581.25,1320.51,P,ARRENDADA,2,HIPOTECADA,Machala,1
2000397,Oscar Vera Lopez,M,V,1985-07-22,3106.95,1910.76,P,ARRENDADA,3,ARRENDADA,Ambato,1
2000398,Maria Moreira Ponce,F,U,1976-02-22,1131.68,400.99,P,FAMILIAR,5,HIPOTECADA,Quito,1
2000399,Andres Zambrano Torres,M,D,1969-03-23,1188.59,513.60,N,PROPIA,0,FAMILIAR,Manta,1
2000400,Ana Cedeño Ponce,F,C,1977-12-12,4110.28,3050.75,S,PROPIA,0,ARRENDADA,Quito,1
2000401,Paola Moreira Torres,F,C,1979-10-12,3471.29,2231.24,S,ARRENDADA,4,PROPIA,Loja,1
2000402,Andres Torres Mendoza,M,S,1975-09-21,3837.09,1120.78,S,PROPIA,1,ARRENDADA,Cuenca,1
2000403,Ana Vera Zambrano,F,D,1989-11-17,1559.45,975.37,T,HIPOTECADA,2,HIPOTECADA,Portoviejo,1
2000404,Ana Torres Cedeño,F,C,1987-01-21,2856.70,1121.05,P,FAMILIAR,0,HIPOTECADA,Quito,1
2000405,Sofia Mendoza Mendoza,F,U,1983-03-26,3715.49,2380.03,S,PROPIA,2,ARRENDADA,Manta,1
2000406,Jorge Zambrano Moreira,M,D,1984-03-09,3565.14,1238.32,N,FAMILIAR,3,PROPIA,Portoviejo,1
2000407,Luis Vera Torres,M,V,1960-01-12,3444.38,1170.89,N,ARRENDADA,0,ARRENDADA,Quito,1
2000408,Maria Lopez Mendoza,F,C,1982-09-27,598.00,444.01,T,FAMILIAR,4,ARRENDADA,Loja,1
2000409,Maria Ponce Lopez,F,C,1984-06-25,4079.64,2494.43,S,FAMILIAR,4,ARRENDADA,Manta,1
2000410,Sofia Mendoza Lopez,F,C,1969-12-10,3975.91,2619.26,N,FAMILIAR,3,FAMILIAR,Cuenca,1
2000411,Ana Vera Mendoza,F,C,1969-09-02,4146.71,3020.83,T,ARRENDADA,1,HIPOTECADA,Manta,1
2000412,Sofia Mendoza Ponce,F,D,1989-01-15,3323.27,1082.13,T,FAMILIAR,4,FAMILIAR,Ambato,1
2000413,Oscar Vera Moreira,M,D,1995-10-11,1553.71,885.55,P,FAMILIAR,4,ARRENDADA,Machala,1
2000414,Jorge Torres Zambrano,M,D,1958-07-07,2656.69,1430.21,N,FAMILIAR,1,PROPIA,Ambato,1
2000415,Ana Lopez Moreira,F,C,1999-02-22,1105.16,783.64,P,HIPOTECADA,5,HIPOTECADA,Portoviejo,1
2000416,Jorge Zambrano Moreira,M,S,1995-05-01,4044.33,2523.17,S,PROPIA,0,HIPOTECADA,Guayaquil,1
2000417,Sofia Torres Moreira,F,V,2001-11-02,3979.28,2788.79,S,ARRENDADA,3,PROPIA,Manta,1
2000418,Andres Zambrano Vera,M,U,1989-05-29,3549.31,2144.35,N,FAMILIAR,0,HIPOTECADA,Ambato,1
2000419,Paola Lopez Lopez,F,V,1964-09-20,976.88,591.96,T,HIPOTECADA,0,PROPIA,Guayaquil,1
2000420,Sofia Ponce Cedeño,F,C,1966-08-03,2433.48,1552.40,S,HIPOTECADA,1,ARRENDADA,Ambato,1
2000421,Diego Cedeño Lopez,M,C,1977-08-20,2544.49,1600.92,T,PROPIA,1,HIPOTECADA,Portoviejo,1
2000422,Paola Lopez Lopez,F,C,1993-04-08,4049.82,2883.99,N,HIPOTECADA,2,PROPIA,Quito,1
2000423,Diana Moreira Ponce,F,S,1986-04-07,3094.19,2044.96,T,ARRENDADA,5,HIPOTECADA,Loja,1
2000424,Maria Moreira Ponce,F,U,1956-05-23,3578.43,1346.34,S,FAMILIAR,5,PROPIA,Quito,1
2000425,Lucia Cedeño Zambrano,F,D,1960-11-11,604.90,265.72,P,FAMILIAR,5,ARRENDADA,Ambato,1
2000426,Miguel Moreira Mendoza,M,U,1977-03-10,2658.55,2152.02,P,PROPIA,1,HIPOTECADA,Loja,1
2000427,Luis Ponce Cedeño,M,D,1958-08-03,3084.94,1747.34,U,FAMILIAR,3,PROPIA,Guayaquil,1
2000428,Paola Lopez Vera,F,S,1993-02-24,1179.41,464.16,U,ARRENDADA,0,PROPIA,Guayaquil,1
2000429,Jorge Cedeño Cedeño,M,V,1987-01-01,2325.32,1250.88,N,ARRENDADA,4,HIPOTECADA,Ambato,1
2000430,Camila Mendoza Lopez,F,U,1959-01-07,3743.63,1430.98,T,ARRENDADA,5,PROPIA,Guayaquil,1
2000431,Oscar Lopez Lopez,M,D,1970-08-03,2541.39,1193.78,U,FAMILIAR,0,PROPIA,Guayaquil,1
2000432,Mateo Vera Torres,M,C,1971-12-31,831.09,297.49,T,HIPOTECADA,2,PROPIA,Guayaquil,1
