fecha_trn,nro_socio,cuenta,signo_nc_nd,valor_trn,causal_trn,correccion,saldo_contable,saldo_disponible
2026-05-07,2000002,4000002,D,174.44,33,N,17468.15,17425.09
2026-03-12,2000424,4000424,C,742.85,2,N,1229.97,1201.66
2026-05-16,2000469,4000469,C,914.96,8,N,1805.74,1763.65
2026-05-13,2000035,4000035,D,998.32,8,N,15532.16,15502.50
2026-04-16,2000140,4000140,C,653.11,12,N,13090.80,13085.25
2026-05-10,2000348,4000348,C,693.50,8,N,16232.46,16187.89
2026-05-02,2000454,4000454,C,172.72,5,N,13413.41,13392.08
2026-03-16,2000019,4000019,D,75.13,12,N,9939.98,9930.66
2026-04-20,2000196,4000196,C,1030.98,33,N,13378.68,13349.35
2026-04-28,2000491,4000491,C,226.78,1,N,7394.54,7349.40
2026-05-13,2000044,4000044,D,745.32,2,N,13389.59,13352.96
2026-04-02,2000128,4000128,D,2326.91,12,N,7463.29,7429.64
2026-04-25,2000193,4000193,C,694.11,12,N,17065.38,17025.81
2026-04-25,2000194,4000194,C,2094.95,5,N,19707.86,19702.56
2026-03-26,2000385,4000385,D,1879.63,8,N,9456.35,9419.22
2026-03-25,2000110,4000110,C,1219.94,2,N,19104.10,19063.13
2026-03-26,2000396,4000396,D,1105.76,2,N,12023.87,11990.71
2026-04-01,2000489,4000489,D,1900.88,1,N,11859.32,11819.94
2026-04-28,2000447,4000447,D,306.89,21,N,15052.78,15007.72
2026-05-15,2000208,4000208,C,1615.81,33,N,8539.04,8515.58
2026-05-01,2000484,4000484,C,1541.80,12,N,9093.47,9073.35
2026-04-01,2000368,4000368,C,1513.03,8,N,11904.06,11903.09
2026-05-08,2000122,4000122,C,222.49,2,N,1871.11,1852.11
2026-04-01,2000265,4000265,C,1729.48,12,N,1895.59,1866.66
2026-03-24,2000388,4000388,D,1800.25,1,N,10102.39,10088.12
2026-05-17,2000355,4000355,C,745.69,1,N,6474.81,6465.28
2026-04-07,2000227,4000227,C,2084.68,8,N,9623.41,9620.85
2026-04-28,2000054,4000054,C,969.24,5,N,4033.10,3999.32
2026-03-25,2000296,4000296,C,1758.21,1,N,5687.30,5665.72
2026-05-09,2000385,4000385,D,1089.47,21,N,10246.51,10214.07
2026-04-30,2000377,4000377,D,1428.92,8,N,7197.47,7159.12
2026-04-17,2000334,4000334,C,1193.83,2,N,18424.65,18390.43
2026-03-16,2000032,4000032,C,352.54,21,N,3389.19,3378.70
2026-05-15,2000453,4000453,D,244.23,8,N,5819.57,5777.28
2026-04-24,2000223,4000223,D,111.48,5,N,1530.33,1498.30
2026-03-30,2000343,4000343,D,1621.50,2,N,9398.95,9370.28
2026-03-13,2000441,4000441,D,2100.56,21,N,4602.93,4600.64
2026-03-02,2000385,4000385,D,1391.46,12,N,9944.52,9937.87
2026-05-07,2000173,4000173,D,1887.91,33,N,15475.21,15435.68
2026-03-02,2000100,4000100,D,852.90,8,N,0.00,0.00
2026-04-05,2000251,4000251,C,588.96,8,N,4217.58,4213.92
2026-05-13,2000042,4000042,D,85.71,5,N,16365.07,16331.24
2026-03-05,2000206,4000206,D,646.51,21,N,13397.83,13384.37
2026-04-17,2000273,4000273,C,2288.27,21,N,9117.83,9096.06
2026-04-11,2000439,4000439,C,235.98,33,N,8438.15,8408.32
2026-04-24,2000007,4000007,C,680.75,2,S,5882.83,5848.73
2026-03-08,2000413,4000413,D,1012.33,12,N,0.00,0.00
2026-05-03,2000313,4000313,D,378.44,8,N,5283.46,5245.73
2026-04-06,2000366,4000366,D,699.41,2,N,15478.78,15462.04
2026-05-09,2000213,4000213,D,856.19,33,N,16906.08,16879.11
2026-05-11,2000394,4000394,C,1721.76,5,N,2655.29,2633.41
2026-04-25,2000048,4000048,C,924.71,8,N,16083.13,16033.97
2026-03-31,2000386,4000386,C,1512.39,12,N,12886.92,12871.63
2026-04-10,2000064,4000064,C,1305.50,2,N,11762.91,11760.98
2026-05-12,2000427,4000427,D,255.53,1,N,15351.60,15340.70
2026-05-16,2000057,4000057,C,697.12,12,N,4629.46,4617.61
2026-05-04,2000291,4000291,C,1495.42,5,N,2425.69,2421.79
2026-03-28,2000029,4000029,C,1166.11,33,N,16709.71,16681.60
2026-04-10,2000297,4000297,D,2161.83,5,N,6812.04,6766.09
2026-05-10,2000264,4000264,C,598.47,1,N,18210.72,18178.89
2026-04-12,2000178,4000178,D,1887.14,8,N,992.69,952.26
2026-04-05,2000363,4000363,D,166.10,8,N,8976.55,8961.42
2026-03-04,2000050,4000050,C,33.23,33,N,7215.64,7186.30
2026-04-28,2000437,4000437,C,1909.90,5,N,4194.29,4179.27
2026-03-09,2000062,4000062,C,168.46,8,N,11224.58,11222.72
2026-03-19,2000216,4000216,D,829.54,12,N,14056.36,14006.50
2026-03-30,2000405,4000405,C,2029.07,33,N,15359.04,15319.79
2026-03-14,2000201,4000201,C,361.78,1,N,9278.12,9261.79
2026-03-05,2000295,4000295,C,1698.62,12,N,4190.85,4159.30
2026-05-02,2000173,4000173,D,2053.08,21,N,15310.04,15266.69
2026-04-21,2000006,4000006,D,1756.60,12,N,2802.30,2771.00
2026-05-11,2000338,4000338,C,462.39,1,N,8815.94,8793.42
2026-03-06,2000465,4000465,D,25.67,33,N,15954.42,15938.20
2026-03-06,2000248,4000248,D,2286.86,33,N,4867.42,4817.72
2026-04-27,2000236,4000236,C,2308.07,8,N,9036.47,9021.17
2026-04-01,2000115,4000115,D,1516.05,2,N,15980.12,15977.51
2026-05-08,2000027,4000027,D,907.20,8,N,1925.92,1903.26
2026-05-08,2000484,4000484,D,692.61,2,N,6859.06,6821.67
2026-03-30,2000068,4000068,C,135.81,5,N,2499.95,2472.62
2026-04-13,2000286,4000286,D,770.34,1,N,1723.24,1704.47
2026-05-13,2000295,4000295,D,1374.23,8,N,1118.00,1079.52
2026-04-26,2000334,4000334,C,1757.08,2,N,18987.90,18969.39
2026-05-13,2000374,4000374,C,1617.10,5,N,2056.78,2043.14
2026-05-03,2000364,4000364,C,2087.06,1,N,16329.13,16322.54
2026-05-13,2000127,4000127,C,2251.96,5,N,6842.34,6821.81
2026-03-11,2000305,4000305,C,1218.10,8,N,2047.69,2010.79
2026-03-10,2000304,4000304,D,1947.40,5,N,0.00,0.00
2026-04-22,2000263,4000263,C,509.03,1,N,5839.10,5813.75
2026-05-13,2000481,4000481,D,2107.23,33,N,1710.46,1687.57
2026-04-26,2000448,4000448,C,1653.56,2,N,3133.85,3097.86
2026-03-20,2000339,4000339,C,415.69,2,N,10196.75,10147.53
2026-03-08,2000429,4000429,C,1335.46,33,N,6812.34,6764.73
2026-04-13,2000094,4000094,C,399.82,8,N,16545.41,16539.01
2026-03-15,2000380,4000380,C,2385.92,2,N,7069.28,7027.90
2026-05-05,2000427,4000427,D,14.99,2,N,15592.14,15551.69
2026-04-20,2000287,4000287,D,53.03,33,N,12426.41,12393.17
2026-04-10,2000235,4000235,C,2108.13,21,N,7836.11,7828.35
2026-05-08,2000139,4000139,D,1556.37,12,N,11724.92,11715.55
2026-04-29,2000439,4000439,C,1882.00,5,N,10084.17,10083.01
2026-03-30,2000177,4000177,C,724.19,5,N,12879.08,12837.48
2026-03-24,2000377,4000377,C,2117.41,2,N,10743.80,10706.38
2026-03-13,2000330,4000330,C,125.95,5,N,3334.59,3328.93
2026-04-29,2000495,4000495,D,560.54,8,N,11851.90,11827.86
2026-04-04,2000143,4000143,D,805.40,1,N,3432.20,3410.31
2026-05-02,2000416,4000416,C,459.53,1,N,10002.33,9960.49
2026-04-29,2000458,4000458,C,811.34,21,N,9706.22,9704.69
2026-05-11,2000012,4000012,D,1034.58,21,N,1204.33,1155.16
2026-03-16,2000294,4000294,D,1261.05,21,N,16482.96,16471.67
2026-03-13,2000141,4000141,D,1487.28,1,N,8767.80,8738.85
2026-03-05,2000012,4000012,C,2148.94,5,N,4387.85,4352.48
