nro_socio,nombre_socio,sexo,estado_civil,fech_nacimiento,ingresos_socio,egresos_socio,nivel_educa,tipo_vivien,nro_carga_fam,tipo_vivien_orig,ciudad_orig,nro_credito
2000214,Carlos Ponce Zambrano,M,V,1979-03-18,2727.09,1928.28,T,HIPOTECADA,3,FAMILIAR,Loja,1
2000215,Paola Vera Torres,F,V,1981-08-01,3303.10,2670.29,S,HIPOTECADA,1,HIPOTECADA,Ambato,1
2000216,Lucia Mendoza Zambrano,F,U,1989-02-01,2225.98,1339.23,P,PROPIA,4,FAMILIAR,Portoviejo,1
2000217,Diana Torres Ponce,F,D,1993-07-15,2963.30,1810.20,T,FAMILIAR,2,FAMILIAR,Guayaquil,1
2000218,Jorge Lopez Vera,M,U,1964-04-16,2062.02,1119.82,S,ARRENDADA,1,HIPOTECADA,Guayaquil,1
2000219,Jorge Mendoza Mendoza,M,U,1987-07-14,1284.29,942.84,P,PROPIA,5,HIPOTECADA,Manta,1
2000220,Paola Mendoza Lopez,F,C,1986-05-30,2647.19,1424.18,T,PROPIA,1,PROPIA,Portoviejo,1
2000221,Diana Mendoza Torres,F,C,1988-06-12,3034.49,2313.11,U,ARRENDADA,3,HIPOTECADA,Quito,1
2000222,Andres Vera Moreira,M,S,1984-09-21,1417.62,696.00,S,ARRENDADA,5,FAMILIAR,Ambato,1
2000223,Maria Cedeño Zambrano,F,D,1979-05-12,1651.58,1240.76,P,FAMILIAR,3,FAMILIAR,Cuenca,1
2000224,Andres Mendoza Lopez,M,V,2003-04-21,1298.06,762.46,T,HIPOTECADA,5,FAMILIAR,Cuenca,1
2000225,Maria Lopez Lopez,F,C,1980-10-26,1349.09,786.01,P,PROPIA,2,FAMILIAR,Portoviejo,1
2000226,Diego Torres Torres,M,D,2003-04-02,1426.97,793.81,S,HIPOTECADA,2,PROPIA,Quito,1
2000227,Andres Vera Torres,M,V,1983-11-29,1812.14,1478.10,T,PROPIA,2,PROPIA,Loja,1
2000228,Mateo Moreira Lopez,M,D,1958-12-16,3446.63,2079.20,T,FAMILIAR,1,PROPIA,Machala,1
2000229,Diego Mendoza Torres,M,V,1985-02-22,1969.01,1216.43,U,FAMILIAR,1,ARRENDADA,Quito,1
2000230,Jorge Moreira Mendoza,M,U,1999-12-09,1146.29,810.97,S,HIPOTECADA,4,PROPIA,Loja,1
2000231,Lucia Moreira Mendoza,F,S,1960-03-14,1254.42,606.92,T,PROPIA,5,HIPOTECADA,Ambato,1
2000232,Miguel Torres Cedeño,M,U,1972-09-14,3455.73,2802.22,U,HIPOTECADA,1,HIPOTECADA,Manta,1
2000233,Camila Lopez Torres,F,C,1977-06-22,1945.37,1416.83,S,ARRENDADA,1,ARRENDADA,Ambato,1
2000234,Miguel Cedeño Vera,M,V,1970-12-25,1704.69,1153.32,P,FAMILIAR,1,PROPIA,Machala,1
2000235,Diana Ponce Mendoza,F,V,1984-04-14,3552.97,1736.98,U,FAMILIAR,1,ARRENDADA,Loja,1
2000236,Andres Moreira Torres,M,D,2000-01-07,2052.97,1542.82,S,FAMILIAR,5,FAMILIAR,Manta,1
2000237,Sofia Cedeño Lopez,F,S,2000-03-18,2698.92,1337.77,P,FAMILIAR,1,PROPIA,Cuenca,1
2000238,Maria Mendoza Mendoza,F,D,1985-05-03,2440.59,1184.63,S,FAMILIAR,1,HIPOTECADA,Loja,1
2000239,Carlos Ponce Zambrano,M,V,1964-12-20,2852.28,2035.56,S,ARRENDADA,1,HIPOTECADA,Manta,1
2000240,Andres Vera Mendoza,M,C,1980-08-11,2385.78,1231.22,U,FAMILIAR,2,PROPIA,Loja,1
2000241,Mateo Mendoza Mendoza,M,C,1963-08-09,2497.70,1965.28,T,FAMILIAR,5,PROPIA,Loja,1
2000242,Sofia Lopez Torres,F,U,2001-12-17,2673.20,1560.89,P,HIPOTECADA,2,FAMILIAR,Ambato,1
2000243,Carlos Moreira Lopez,M,D,1955-02-09,3071.16,2492.82,U,FAMILIAR,3,HIPOTECADA,Ambato,1
2000244,Lucia Zambrano Ponce,F,D,1976-10-23,1102.38,654.26,U,HIPOTECADA,3,PROPIA,Cuenca,1
2000245,Diana Mendoza Lopez,F,S,1973-10-20,1710.16,1309.62,T,HIPOTECADA,4,PROPIA,Machala,1
2000246,Miguel Ponce Moreira,M,V,1982-10-30,3180.34,2435.36,P,ARRENDADA,5,FAMILIAR,Cuenca,1
2000247,Maria Ponce Cedeño,F,D,1964-09-28,1363.86,671.87,P,ARRENDADA,5,FAMILIAR,Machala,1
2000248,Oscar Cedeño Mendoza,M,C,1975-12-12,3594.51,2905.17,P,ARRENDADA,2,HIPOTECADA,Quito,1
2000249,Sofia Vera Mendoza,F,U,1971-07-26,1650.61,856.95,P,FAMILIAR,3,PROPIA,Guayaquil,1
2000250,Paola Lopez Mendoza,F,U,2003-07-08,3434.98,2664.26,P,HIPOTECADA,4,PROPIA,Guayaquil,1
2000251,Andres Cedeño Zambrano,M,U,1984-09-26,1872.88,1451.25,P,HIPOTECADA,5,PROPIA,Loja,1
2000252,Ana Moreira Mendoza,F,U,1961-12-19,1634.73,1085.70,T,HIPOTECADA,3,FAMILIAR,Loja,1
2000253,Jorge Moreira Vera,M,C,1999-09-17,3274.67,1637.41,T,HIPOTECADA,3,ARRENDADA,Loja,1
2000254,Ana Vera Vera,F,U,1994-01-26,1186.71,868.07,T,PROPIA,1,ARRENDADA,Quito,1
2000255,Andres Cedeño Lopez,M,U,1972-12-14,1890.25,1353.50,T,ARRENDADA,3,ARRENDADA,Portoviejo,1
2000256,Ana Lopez Vera,F,C,1990-01-22,1453.88,784.17,T,ARRENDADA,3,ARRENDADA,Portoviejo,1
2000257,Gabriela Mendoza Cedeño,F,S,1987-03-22,2282.08,1515.98,T,ARRENDADA,3,FAMILIAR,Ambato,1
2000258,Diana Moreira Torres,F,U,1973-08-22,1701.99,1045.81,S,ARRENDADA,2,ARRENDADA,Manta,1
2000259,Maria Cedeño Cedeño,F,D,1955-03-27,3597.76,2810.05,U,HIPOTECADA,3,FAMILIAR,Quito,1
2000260,Mateo Torres Lopez,M,U,1981-09-06,2007.82,1360.18,U,FAMILIAR,2,ARRENDADA,Ambato,1
2000261,Maria Lopez Lopez,F,S,1998-02-12,1151.25,789.62,U,HIPOTECADA,4,FAMILIAR,Portoviejo,1
2000262,Miguel Torres Moreira,M,D,1999-05-29,1303.01,887.62,T,PROPIA,4,FAMILIAR,Quito,1
2000263,Paola Mendoza Zambrano,F,S,1961-10-02,1386.57,1104.62,U,FAMILIAR,5,FAMILIAR,Machala,1
2000264,Ana Torres Mendoza,F,U,2001-01-08,3342.62,1732.07,U,FAMILIAR,3,PROPIA,Quito,1
2000265,Paola Vera Moreira,F,D,1992-02-13,1080.83,859.64,T,ARRENDADA,5,ARRENDADA,Loja,1
2000266,Ana Mendoza Ponce,F,U,1958-03-22,1072.76,742.00,P,PROPIA,3,FAMILIAR,Guayaquil,1
2000267,Camila Ponce Zambrano,F,C,1955-05-16,1006.37,811.16,U,FAMILIAR,5,FAMILIAR,Quito,1
2000268,Sofia Torres Zambrano,F,D,1981-11-20,1559.06,1044.82,P,HIPOTECADA,4,FAMILIAR,Machala,1
2000269,Maria Moreira Ponce,F,S,1978-10-15,1173.11,863.61,T,HIPOTECADA,1,HIPOTECADA,Machala,1
2000270,Camila Cedeño Lopez,F,V,1959-04-25,3167.85,2268.50,P,FAMILIAR,2,PROPIA,Guayaquil,1
2000271,Ana Ponce Torres,F,D,1961-11-11,3198.26,1724.83,U,PROPIA,2,ARRENDADA,Portoviejo,1
2000272,Gabriela Lopez Moreira,F,S,2001-01-21,1351.33,698.49,P,ARRENDADA,2,HIPOTECADA,Guayaquil,1
2000273,Camila Ponce Vera,F,S,1981-04-20,2497.29,1499.45,P,PROPIA,1,PROPIA,Manta,1
2000274,Camila Mendoza Zambrano,F,S,2000-08-04,3122.20,1742.32,S,HIPOTECADA,5,PROPIA,Cuenca,1
2000275,Oscar Zambrano Moreira,M,D,1981-06-08,2018.43,1171.29,T,HIPOTECADA,3,HIPOTECADA,Machala,1
2000276,Paola Ponce Vera,F,C,1986-06-18,1251.59,776.65,P,PROPIA,2,ARRENDADA,Ambato,1
2000277,Sofia Ponce Moreira,F,D,1956-03-28,2652.41,1738.68,U,HIPOTECADA,1,FAMILIAR,Loja,1
2000278,Luis Cedeño Vera,M,U,1992-08-31,1251.41,987.90,P,PROPIA,5,PROPIA,Guayaquil,1
2000279,Mateo Moreira Lopez,M,D,1993-08-10,2024.43,1414.07,T,PROPIA,4,ARRENDADA,Quito,1
2000280,Ana Vera Torres,F,U,1969-01-19,2747.24,1861.87,U,FAMILIAR,2,PROPIA,Guayaquil,1
2000281,Sofia Zambrano Zambrano,F,V,1969-11-04,3050.45,1589.88,P,ARRENDADA,2,ARRENDADA,Cuenca,1
2000282,Jorge Cedeño Vera,M,U,1956-07-21,2147.28,1376.61,P,FAMILIAR,5,FAMILIAR,Loja,1
2000283,Andres Zambrano Cedeño,M,U,1995-06-07,1546.02,1121.81,S,ARRENDADA,5,HIPOTECADA,Machala,1
2000284,Ana Torres Cedeño,F,D,1961-10-16,2120.83,1328.58,P,FAMILIAR,3,HIPOTECADA,Quito,1
2000285,Oscar Moreira Vera,M,U,1984-03-14,1867.00,1447.09,S,ARRENDADA,1,HIPOTECADA,Quito,1
2000286,Oscar Ponce Cedeño,M,V,1962-11-29,1993.50,1607.28,S,FAMILIAR,3,PROPIA,Cuenca,1
2000287,Luis Ponce Cedeño,M,V,1963-07-20,914.57,582.04,S,HIPOTECADA,1,FAMILIAR,Quito,1
2000288,Camila Ponce Mendoza,F,U,1967-04-03,1156.66,708.66,U,FAMILIAR,3,ARRENDADA,Guayaquil,1
2000289,Andres Vera Ponce,M,S,1978-10-27,1539.22,1085.98,S,HIPOTECADA,5,HIPOTECADA,Manta,1
2000290,Ana Lopez Torres,F,S,2002-05-26,2547.61,1728.50,S,HIPOTECADA,3,HIPOTECADA,Loja,1
2000291,Ana Moreira Mendoza,F,U,1955-08-10,2706.63,1317.08,P,FAMILIAR,4,FAMILIAR,Cuenca,1
2000292,Paola Lopez Moreira,F,C,1977-06-14,1996.54,1478.37,S,FAMILIAR,5,HIPOTECADA,Machala,1
2000293,Jorge Lopez Cedeño,M,U,1996-10-19,2109.08,1209.40,S,ARRENDADA,2,HIPOTECADA,Machala,1
2000294,Luis Lopez Lopez,M,S,1991-09-01,3362.88,1794.47,S,PROPIA,4,FAMILIAR,Portoviejo,1
2000295,Oscar Cedeño Zambrano,M,D,1970-12-04,1256.52,752.43,P,HIPOTECADA,2,HIPOTECADA,Guayaquil,1
2000296,Sofia Zambrano Cedeño,F,C,1998-08-29,1472.10,978.56,T,FAMILIAR,1,HIPOTECADA,Portoviejo,1
2000297,Carlos Lopez Moreira,M,U,1968-08-25,2742.60,1829.74,U,FAMILIAR,1,FAMILIAR,Ambato,1
2000298,Miguel Moreira Moreira,M,U,1971-10-12,3538.16,2292.06,P,HIPOTECADA,1,HIPOTECADA,Cuenca,1
2000299,Maria Torres Lopez,F,U,1991-06-10,2554.31,1649.34,T,FAMILIAR,4,FAMILIAR,Portoviejo,1
2000300,Camila Vera Zambrano,F,V,2003-05-21,3543.70,2838.41,U,PROPIA,5,PROPIA,Portoviejo,1
2000301,Ana Zambrano Torres,F,D,1975-11-03,1815.94,999.83,T,FAMILIAR,2,ARRENDADA,Machala,1
2000302,Ana Zambrano Zambrano,F,D,1970-06-21,3115.38,1659.62,S,HIPOTECADA,4,ARRENDADA,Cuenca,1
2000303,Miguel Ponce Ponce,M,D,1998-01-09,3472.47,1782.10,T,ARRENDADA,3,PROPIA,Ambato,1
2000304,Andres Mendoza Cedeño,M,C,1974-08-16,1806.53,1335.06,T,HIPOTECADA,1,PROPIA,Cuenca,1
2000305,Paola Ponce Cedeño,F,V,1996-07-22,2706.16,1846.37,U,HIPOTECADA,1,ARRENDADA,Machala,1
2000306,Miguel Vera Moreira,M,D,1987-07-17,3083.58,2430.43,S,PROPIA,1,FAMILIAR,Cuenca,1
2000307,Paola Vera Cedeño,F,V,1969-08-08,3286.41,2237.51,U,FAMILIAR,3,ARRENDADA,Portoviejo,1
2000308,Diana Moreira Cedeño,F,D,1964-05-11,3547.50,2822.01,P,FAMILIAR,4,PROPIA,Ambato,1
2000309,Diego Vera Lopez,M,S,1975-09-02,1399.39,962.63,P,PROPIA,5,HIPOTECADA,Loja,1
2000310,Paola Ponce Torres,F,S,1993-06-15,2125.55,1585.95,T,PROPIA,2,ARRENDADA,Manta,1
2000311,Diego Zambrano Lopez,M,S,1997-05-15,2483.22,1557.07,S,FAMILIAR,5,PROPIA,Loja,1
2000312,Sofia Cedeño Ponce,F,C,1970-04-06,1587.08,1228.95,S,HIPOTECADA,2,HIPOTECADA,Loja,1
2000313,Ana Zambrano Moreira,F,U,1986-12-26,3351.60,2508.51,S,ARRENDADA,1,FAMILIAR,Loja,1
2000314,Carlos Moreira Moreira,M,D,1992-03-03,2162.49,1339.15,T,HIPOTECADA,1,PROPIA,Portoviejo,1
2000315,Ana Lopez Lopez,F,S,1973-02-28,2845.69,1985.10,S,HIPOTECADA,1,ARRENDADA,Manta,1
2000316,Sofia Vera Zambrano,F,V,1969-04-07,3240.91,1717.97,S,ARRENDADA,3,FAMILIAR,Loja,1
2000317,Gabriela Ponce Mendoza,F,U,1974-12-15,908.87,583.16,P,ARRENDADA,5,FAMILIAR,Machala,1
2000318,Maria Lopez Vera,F,S,1986-11-07,2977.17,2305.27,S,ARRENDADA,4,ARRENDADA,Cuenca,1
2000319,Luis Moreira Lopez,M,C,1995-05-21,1005.55,635.51,T,PROPIA,3,FAMILIAR,Ambato,1
2000320,Lucia Moreira Moreira,F,D,1973-09-28,2390.18,1878.62,T,HIPOTECADA,1,HIPOTECADA,Quito,1
2000321,Jorge Ponce Mendoza,M,U,1984-01-24,1046.23,770.78,P,FAMILIAR,5,FAMILIAR,Machala,1
2000322,Maria Zambrano Moreira,F,D,1991-01-06,3166.37,1551.79,S,HIPOTECADA,4,FAMILIAR,Guayaquil,1
2000323,Diana Cedeño Zambrano,F,U,1972-03-30,1440.32,834.60,P,HIPOTECADA,5,HIPOTECADA,Manta,1
2000324,Paola Zambrano Moreira,F,C,1996-04-24,2049.37,1623.06,P,FAMILIAR,1,FAMILIAR,Loja,1
2000325,Mateo Lopez Ponce,M,U,1965-01-14,3114.24,2193.47,P,HIPOTECADA,3,PROPIA,Cuenca,1
2000326,Oscar Vera Ponce,M,V,1967-11-15,1628.37,935.08,S,PROPIA,1,ARRENDADA,Quito,1
2000327,Diego Cedeño Ponce,M,D,1982-09-26,3500.11,2616.32,P,HIPOTECADA,3,PROPIA,Loja,1
2000328,Sofia Mendoza Zambrano,F,U,1971-04-13,1938.11,1200.89,S,FAMILIAR,3,HIPOTECADA,Loja,1
2000329,Paola Moreira Cedeño,F,C,1979-02-19,938.22,752.98,U,FAMILIAR,3,FAMILIAR,Guayaquil,1
2000330,Gabriela Zambrano Ponce,F,U,1971-11-04,1284.24,987.97,U,FAMILIAR,4,PROPIA,Ambato,1
2000331,Diego Torres Torres,M,D,1987-02-24,1419.37,1329.52,T,FAMILIAR,4,PROPIA,Ambato,1
2000332,Oscar Vera Ponce,M,C,1963-11-16,1388.89,1194.15,P,ARRENDADA,1,FAMILIAR,Machala,1
2000333,Jorge Cedeño Cedeño,M,S,1980-01-01,983.74,785.00,U,ARRENDADA,3,ARRENDADA,Quito,1
2000334,Diego Ponce Torres,M,S,1962-03-10,1297.62,1241.48,P,ARRENDADA,3,ARRENDADA,Guayaquil,1
2000335,Diego Moreira Lopez,M,S,2000-07-08,657.21,482.57,N,HIPOTECADA,4,ARRENDADA,Quito,1
2000336,Jorge Ponce Cedeño,M,V,1975-10-01,1394.67,1078.11,N,HIPOTECADA,1,FAMILIAR,Machala,1
2000337,Gabriela Moreira Zambrano,F,U,1959-12-29,1399.36,1009.13,S,FAMILIAR,0,ARRENDADA,Guayaquil,1
2000338,Andres Lopez Ponce,M,S,1972-10-18,1138.50,1000.04,P,ARRENDADA,3,HIPOTECADA,Loja,1
2000339,Ana Lopez Lopez,F,V,1957-12-19,1145.00,892.87,T,ARRENDADA,3,HIPOTECADA,Portoviejo,1
2000340,Miguel Mendoza Cedeño,M,V,1955-07-15,1289.79,1032.74,U,PROPIA,4,FAMILIAR,Manta,1
2000341,Ana Mendoza Lopez,F,U,1994-11-19,1407.85,1085.58,P,ARRENDADA,4,ARRENDADA,Ambato,1
2000342,Oscar Mendoza Torres,M,V,1992-06-19,1144.67,924.28,P,FAMILIAR,0,FAMILIAR,Machala,1
2000343,Sofia Moreira Lopez,F,V,1993-05-08,1033.34,982.23,T,HIPOTECADA,2,HIPOTECADA,Loja,1
2000344,Carlos Vera Mendoza,M,V,1988-03-18,1070.32,957.73,T,PROPIA,0,PROPIA,Ambato,1
2000345,Camila Torres Ponce,F,C,1967-07-10,1751.74,1336.20,N,HIPOTECADA,5,HIPOTECADA,Portoviejo,1
2000346,Maria Lopez Zambrano,F,V,1964-02-27,1276.00,1190.16,T,PROPIA,1,FAMILIAR,Manta,1
2000347,Ana Lopez Zambrano,F,D,1990-01-19,1447.46,1283.04,T,FAMILIAR,2,FAMILIAR,Quito,1
2000348,Gabriela Mendoza Zambrano,F,V,1958-07-20,1733.98,1623.80,U,FAMILIAR,3,PROPIA,Ambato,1
2000349,Ana Torres Torres,F,U,1974-04-15,1515.70,1416.13,U,PROPIA,5,PROPIA,Ambato,1
2000350,Gabriela Ponce Mendoza,F,U,1986-12-25,1683.43,1331.06,T,PROPIA,5,FAMILIAR,Loja,1
2000351,Maria Ponce Cedeño,F,C,1964-09-24,1322.95,1002.23,N,PROPIA,1,FAMILIAR,Quito,1
2000352,Sofia Ponce Ponce,F,D,1968-07-31,1320.81,982.59,N,FAMILIAR,3,FAMILIAR,Cuenca,1
2000353,Jorge Ponce Moreira,M,S,1976-06-30,1125.55,999.45,S,HIPOTECADA,4,HIPOTECADA,Quito,1
2000354,Oscar Zambrano Mendoza,M,C,1989-11-24,1128.20,1040.14,S,PROPIA,4,FAMILIAR,Loja,1
2000355,Gabriela Vera Zambrano,F,D,1978-02-11,1383.94,1088.08,U,PROPIA,5,FAMILIAR,Portoviejo,1
2000356,Ana Mendoza Cedeño,F,S,1981-08-17,1706.20,1406.06,N,ARRENDADA,0,ARRENDADA,Ambato,1
2000357,Carlos Torres Lopez,M,D,1969-12-15,496.99,430.17,U,HIPOTECADA,1,HIPOTECADA,Guayaquil,1
2000358,Jorge Cedeño Ponce,M,D,1992-10-24,704.18,634.86,P,ARRENDADA,1,HIPOTECADA,Portoviejo,1
2000359,Diego Mendoza Lopez,M,S,1967-08-10,1217.68,965.54,N,PROPIA,0,FAMILIAR,Manta,1
2000360,Ana Torres Moreira,F,U,1971-08-13,981.04,856.34,T,FAMILIAR,4,FAMILIAR,Ambato,1
2000361,Maria Zambrano Vera,F,D,2001-03-11,456.61,340.46,U,FAMILIAR,4,ARRENDADA,Cuenca,1
2000362,Mateo Zambrano Mendoza,M,V,1982-03-05,493.60,364.54,N,FAMILIAR,4,HIPOTECADA,Quito,1
2000363,Paola Lopez Vera,F,U,1980-06-14,1684.53,1611.51,N,HIPOTECADA,4,FAMILIAR,Machala,1
2000364,Diego Lopez Mendoza,M,U,1995-01-02,830.01,782.16,P,HIPOTECADA,1,PROPIA,Manta,1
2000365,Camila Vera Moreira,F,U,1979-12-16,684.19,583.65,T,PROPIA,0,ARRENDADA,Ambato,1
2000366,Miguel Mendoza Ponce,M,D,1998-01-31,1263.42,1176.12,S,ARRENDADA,2,FAMILIAR,Manta,1
2000367,Diego Torres Cedeño,M,S,1962-08-31,585.31,442.90,N,PROPIA,1,PROPIA,Machala,1
2000368,Jorge Zambrano Ponce,M,S,1980-05-21,1607.23,1305.63,T,HIPOTECADA,3,PROPIA,Machala,1
2000369,Paola Lopez Ponce,F,U,1984-04-03,558.79,495.13,U,HIPOTECADA,0,ARRENDADA,Ambato,1
2000370,Diana Mendoza Torres,F,V,1969-11-03,847.99,694.12,T,HIPOTECADA,3,HIPOTECADA,Manta,1
2000371,Carlos Moreira Mendoza,M,D,1960-12-01,613.28,550.27,N,HIPOTECADA,2,PROPIA,Portoviejo,1
2000372,Gabriela Mendoza Moreira,F,D,1965-09-03,953.19,858.10,U,HIPOTECADA,5,HIPOTECADA,Ambato,1
2000373,Lucia Mendoza Moreira,F,C,1970-10-04,1668.48,1452.86,T,HIPOTECADA,4,PROPIA,Ambato,1
2000374,Sofia Ponce Ponce,F,V,1958-01-23,544.19,468.63,U,PROPIA,1,PROPIA,Machala,1
2000375,Sofia Torres Torres,F,S,1955-09-07,1737.27,1503.67,N,PROPIA,0,ARRENDADA,Portoviejo,1
2000376,Maria Vera Torres,F,U,1980-12-16,1410.88,1058.68,S,ARRENDADA,4,FAMILIAR,Quito,1
2000377,Luis Ponce Vera,M,U,1961-12-06,430.86,360.85,U,PROPIA,3,PROPIA,Portoviejo,1
2000378,Maria Torres Torres,F,S,1974-06-18,1393.33,1309.15,P,HIPOTECADA,3,ARRENDADA,Portoviejo,1
2000379,Camila Cedeño Zambrano,F,U,1984-12-11,1273.63,1155.64,T,FAMILIAR,5,PROPIA,Machala,1
2000380,Lucia Moreira Mendoza,F,S,1980-06-25,1323.45,1017.05,S,HIPOTECADA,5,FAMILIAR,Loja,1
2000381,Diana Torres Lopez,F,U,1988-12-26,1579.13,1457.78,T,FAMILIAR,4,FAMILIAR,Quito,1
2000382,Diana Cedeño Mendoza,F,D,1995-02-11,634.00,466.20,T,PROPIA,3,ARRENDADA,Guayaquil,1
2000383,Maria Lopez Moreira,F,C,1967-03-10,1625.04,1495.27,P,HIPOTECADA,2,ARRENDADA,Manta,1
2000384,Diego Zambrano Moreira,M,D,1994-08-06,1012.79,865.79,P,ARRENDADA,2,FAMILIAR,Ambato,1
2000385,Mateo Lopez Zambrano,M,V,1957-08-22,514.15,465.69,U,PROPIA,3,HIPOTECADA,Cuenca,1
2000386,Paola Moreira Zambrano,F,D,1968-06-22,606.98,577.73,S,FAMILIAR,4,FAMILIAR,Cuenca,1
2000387,Oscar Zambrano Mendoza,M,C,1967-11-04,1588.46,1306.60,N,FAMILIAR,2,HIPOTECADA,Portoviejo,1
2000388,Diana Ponce Mendoza,F,V,1977-06-07,1354.96,1293.43,P,PROPIA,2,FAMILIAR,Guayaquil,1
2000389,Maria Mendoza Vera,F,V,2001-11-28,1123.81,883.59,S,PROPIA,1,HIPOTECADA,Loja,1
2000390,Carlos Mendoza Vera,M,D,1957-10-10,1793.33,1670.85,S,FAMILIAR,4,HIPOTECADA,Machala,1
2000391,Jorge Vera Cedeño,M,S,1983-06-13,1122.31,1044.45,T,ARRENDADA,1,PROPIA,Portoviejo,1
2000392,Jorge Vera Lopez,M,U,1966-11-13,520.44,493.54,N,ARRENDADA,4,PROPIA,Cuenca,1
2000393,Luis Torres Lopez,M,V,1972-02-20,904.12,801.14,T,FAMILIAR,3,PROPIA,Quito,1
2000394,Andres Vera Zambrano,M,S,1996-12-07,619.68,532.27,S,ARRENDADA,3,PROPIA,Machala,1
2000395,Diego Lopez Ponce,M,U,1996-06-10,1137.78,1020.68,N,HIPOTECADA,3,HIPOTECADA,Portoviejo,1
2000396,Andres Mendoza Cedeño,M,D,2003-07-01,982.35,806.85,P,ARRENDADA,4,HIPOTECADA,Machala,1
2000397,Oscar Vera Lopez,M,V,1985-07-22,464.95,389.65,P,ARRENDADA,3,ARRENDADA,Ambato,1
2000398,Maria Moreira Ponce,F,U,1976-02-22,896.22,658.98,P,FAMILIAR,3,HIPOTECADA,Quito,1
2000399,Andres Zambrano Torres,M,D,1969-03-23,1238.09,1131.80,N,PROPIA,5,FAMILIAR,Manta,1
2000400,Ana Cedeño Ponce,F,C,1977-12-12,1024.92,741.07,S,PROPIA,2,ARRENDADA,Quito,1
2000401,Paola Moreira Torres,F,C,1979-10-12,599.05,476.79,S,ARRENDADA,1,PROPIA,Loja,1
2000402,Andres Torres Mendoza,M,S,1975-09-21,935.64,726.61,S,PROPIA,4,ARRENDADA,Cuenca,1
2000403,Ana Vera Zambrano,F,D,1989-11-17,739.54,675.12,T,HIPOTECADA,4,HIPOTECADA,Portoviejo,1
2000404,Ana Torres Cedeño,F,C,1987-01-21,906.16,710.11,P,FAMILIAR,3,HIPOTECADA,Quito,1
2000405,Sofia Mendoza Mendoza,F,U,1983-03-26,1358.30,1091.29,S,PROPIA,5,ARRENDADA,Manta,1
2000406,Jorge Zambrano Moreira,M,D,1984-03-09,1228.77,1137.86,N,FAMILIAR,1,PROPIA,Portoviejo,1
2000407,Luis Vera Torres,M,V,1960-01-12,1625.09,1272.57,N,ARRENDADA,2,ARRENDADA,Quito,1
2000408,Maria Lopez Mendoza,F,C,1982-09-27,777.44,603.87,T,FAMILIAR,1,ARRENDADA,Loja,1
2000409,Maria Ponce Lopez,F,C,1984-06-25,1641.73,1273.21,S,FAMILIAR,2,ARRENDADA,Manta,1
2000410,Sofia Mendoza Lopez,F,C,1969-12-10,683.38,584.57,N,FAMILIAR,1,FAMILIAR,Cuenca,1
2000411,Ana Vera Mendoza,F,C,1969-09-02,967.10,752.65,T,ARRENDADA,3,HIPOTECADA,Manta,1
2000412,Sofia Mendoza Ponce,F,D,1989-01-15,1184.45,1060.36,T,FAMILIAR,4,FAMILIAR,Ambato,1
2000413,Oscar Vera Moreira,M,D,1995-10-11,496.10,357.81,P,FAMILIAR,5,ARRENDADA,Machala,1
2000414,Jorge Torres Zambrano,M,D,1958-07-07,1444.81,1285.41,N,FAMILIAR,2,PROPIA,Ambato,1
2000415,Ana Lopez Moreira,F,C,1999-02-22,710.96,557.20,P,HIPOTECADA,5,HIPOTECADA,Portoviejo,1
2000416,Jorge Zambrano Moreira,M,S,1995-05-01,1202.97,998.80,S,PROPIA,0,HIPOTECADA,Guayaquil,1
2000417,Sofia Torres Moreira,F,V,2001-11-02,826.25,622.94,S,ARRENDADA,4,PROPIA,Manta,1
2000418,Andres Zambrano Vera,M,U,1989-05-29,1427.11,1352.87,N,FAMILIAR,5,HIPOTECADA,Ambato,1
2000419,Paola Lopez Lopez,F,V,1964-09-20,1071.13,917.19,T,HIPOTECADA,1,PROPIA,Guayaquil,1
2000420,Sofia Ponce Cedeño,F,C,1966-08-03,1103.74,907.82,S,HIPOTECADA,2,ARRENDADA,Ambato,1
2000421,Diego Cedeño Lopez,M,C,1977-08-20,1251.77,1008.75,T,PROPIA,4,HIPOTECADA,Portoviejo,1
2000422,Paola Lopez Lopez,F,C,1993-04-08,1152.49,845.36,N,HIPOTECADA,0,PROPIA,Quito,1
2000423,Diana Moreira Ponce,F,S,1986-04-07,738.94,672.93,T,ARRENDADA,1,HIPOTECADA,Loja,1
2000424,Maria Moreira Ponce,F,U,1956-05-23,609.88,479.07,S,FAMILIAR,5,PROPIA,Quito,1
2000425,Lucia Cedeño Zambrano,F,D,1960-11-11,1738.23,1636.33,P,FAMILIAR,0,ARRENDADA,Ambato,1
2000426,Miguel Moreira Mendoza,M,U,1977-03-10,1141.95,1000.99,P,PROPIA,5,HIPOTECADA,Loja,1
2000427,Luis Ponce Cedeño,M,D,1958-08-03,1694.41,1384.35,U,FAMILIAR,2,PROPIA,Guayaquil,1
2000428,Paola Lopez Vera,F,S,1993-02-24,1183.68,1050.61,U,ARRENDADA,3,PROPIA,Guayaquil,1
2000429,Jorge Cedeño Cedeño,M,V,1987-01-01,562.66,516.39,N,ARRENDADA,5,HIPOTECADA,Ambato,1
2000430,Camila Mendoza Lopez,F,U,1959-01-07,438.18,404.66,T,ARRENDADA,2,PROPIA,Guayaquil,1
