fecha_trn,nro_socio,cuenta,signo_nc_nd,valor_trn,causal_trn,correccion,saldo_contable,saldo_disponible
2026-04-29,2000121,4000121,C,224.84,2,N,9036.31,9006.26
2026-05-14,2000042,4000042,C,953.35,12,N,21528.08,21508.87
2026-03-20,2000042,4000042,C,1278.83,5,N,22806.92,22782.12
2026-05-21,2000258,4000258,D,422.00,2,N,18038.14,18023.03
2026-05-16,2000258,4000258,C,335.77,1,N,17534.35,17501.99
2026-05-11,2000258,4000258,C,409.51,8,N,17366.23,17337.05
2026-05-06,2000258,4000258,C,732.64,2,N,18221.36,18206.91
2026-03-04,2000431,4000431,D,326.05,5,N,218.62,188.90
2026-04-07,2000431,4000431,D,156.88,2,N,61.74,44.15
2026-04-08,2000023,4000023,C,1788.42,33,N,11201.85,11186.18
2026-04-14,2000023,4000023,D,1038.34,21,N,10163.51,10143.84
2026-04-06,2000124,4000124,D,1757.39,21,N,13233.88,13215.44
2026-04-12,2000124,4000124,C,1482.11,33,N,14715.99,14708.35
2026-05-08,2000125,4000125,D,1282.94,12,N,17342.10,17333.05
2026-03-08,2000101,4000101,C,816.86,5,N,6733.49,6708.30
2026-05-21,2000272,4000272,C,691.39,1,N,195.97,179.91
2026-05-16,2000272,4000272,D,258.32,2,N,106.41,90.01
2026-03-19,2000348,4000348,C,497.75,8,N,972.73,967.66
2026-03-21,2000348,4000348,D,205.25,33,N,767.48,766.41
2026-03-07,2000348,4000348,D,265.16,8,N,502.32,484.02
2026-04-04,2000339,4000339,D,154.87,2,N,185.01,177.06
2026-04-13,2000339,4000339,D,554.97,2,N,0.00,0.00
2026-05-05,2000099,4000099,D,413.75,33,N,11915.22,11894.70
2026-03-18,2000099,4000099,D,1697.25,33,N,10217.97,10188.02
2026-05-11,2000099,4000099,D,370.05,2,N,9847.92,9827.51
2026-05-13,2000107,4000107,D,1646.62,8,N,19338.04,19298.16
2026-05-21,2000216,4000216,D,526.14,33,N,15083.17,15054.70
2026-05-16,2000216,4000216,D,532.12,33,N,14635.55,14623.70
2026-05-11,2000216,4000216,D,122.41,2,N,15526.82,15520.69
2026-05-06,2000216,4000216,C,155.67,33,N,14744.00,14714.31
2026-05-01,2000216,4000216,D,550.22,33,N,15323.07,15289.52
2026-04-26,2000216,4000216,C,394.51,8,N,15747.12,15744.85
2026-04-21,2000216,4000216,C,668.49,8,N,15079.91,15059.38
2026-04-16,2000216,4000216,C,511.66,33,N,15062.23,15052.11
2026-05-16,2000445,4000445,D,493.99,2,N,957.31,948.01
2026-05-05,2000445,4000445,C,379.34,8,N,1336.66,1301.67
2026-03-26,2000330,4000330,D,187.46,12,S,0.00,0.00
2026-04-23,2000330,4000330,C,223.60,5,N,223.60,211.31
2026-05-15,2000059,4000059,C,1652.22,12,S,6392.61,6375.07
2026-05-21,2000310,4000310,C,130.34,8,N,5142.45,5131.96
2026-05-16,2000310,4000310,D,867.29,33,N,4946.48,4938.17
2026-05-11,2000310,4000310,C,135.88,33,N,5978.22,5951.63
2026-05-06,2000310,4000310,C,115.34,33,N,4304.22,4287.54
2026-05-07,2000443,4000443,C,99.68,21,N,666.77,653.23
2026-05-21,2000280,4000280,D,331.38,1,N,16963.14,16936.05
2026-05-16,2000280,4000280,C,338.72,33,N,16454.97,16452.96
2026-05-21,2000322,4000322,D,307.18,33,N,3330.93,3304.35
2026-05-16,2000322,4000322,D,685.22,33,N,3186.39,3173.76
2026-05-11,2000322,4000322,D,531.14,2,N,3280.05,3275.65
2026-05-06,2000322,4000322,D,326.84,8,N,4000.77,3998.28
2026-05-11,2000146,4000146,C,702.05,5,N,3753.38,3726.01
2026-03-12,2000146,4000146,D,1507.90,5,N,2245.48,2234.79
2026-03-23,2000355,4000355,D,134.92,21,N,152.54,125.76
2026-04-16,2000355,4000355,C,88.35,1,N,240.89,201.55
2026-05-03,2000142,4000142,C,1000.68,5,N,16301.23,16288.35
2026-03-08,2000142,4000142,C,91.56,1,N,16392.79,16377.87
2026-04-03,2000142,4000142,D,697.14,1,N,15695.65,15665.75
2026-05-21,2000237,4000237,D,612.02,8,N,14090.33,14063.20
2026-05-16,2000237,4000237,D,307.16,2,N,13660.51,13658.36
2026-05-11,2000237,4000237,C,176.34,1,N,14366.73,14357.47
2026-05-06,2000237,4000237,C,528.84,2,N,13708.51,13706.73
2026-05-15,2000105,4000105,D,513.66,33,N,2196.88,2178.91
2026-04-01,2000105,4000105,C,126.72,21,N,2323.60,2313.93
2026-05-04,2000105,4000105,C,115.05,33,N,2438.64,2402.69
2026-04-17,2000427,4000427,D,66.25,5,N,55.19,17.99
2026-05-03,2000427,4000427,D,311.34,8,N,0.00,0.00
2026-03-22,2000427,4000427,D,56.41,1,N,0.00,0.00
2026-03-24,2000427,4000427,D,597.52,1,N,0.00,0.00
2026-05-04,2000427,4000427,C,487.69,2,N,487.69,454.24
2026-03-22,2000383,4000383,D,147.57,1,N,0.00,0.00
2026-05-21,2000259,4000259,C,886.57,1,N,796.09,794.88
2026-05-16,2000259,4000259,D,828.52,1,N,722.94,710.20
2026-05-11,2000259,4000259,D,143.22,8,N,441.62,429.42
2026-05-06,2000259,4000259,D,743.91,2,N,1004.50,976.51
2026-05-01,2000259,4000259,C,756.51,8,N,1527.00,1498.34
2026-04-26,2000259,4000259,D,588.41,8,N,1005.71,997.15
2026-04-07,2000444,4000444,C,369.92,2,N,1004.90,1003.65
2026-04-13,2000444,4000444,D,226.49,21,N,778.42,773.57
2026-05-10,2000476,4000476,C,386.64,33,N,1581.43,1547.31
2026-05-21,2000207,4000207,C,651.16,2,N,5286.29,5279.96
2026-05-16,2000207,4000207,C,869.82,8,N,5115.49,5087.77
2026-05-11,2000207,4000207,D,779.37,1,N,5689.61,5658.84
2026-05-06,2000207,4000207,D,765.92,1,N,5880.17,5854.66
2026-03-25,2000015,4000015,D,553.54,8,N,8292.90,8279.43
2026-05-14,2000085,4000085,C,321.26,21,N,4448.69,4427.61
2026-05-13,2000076,4000076,C,358.10,33,N,9225.80,9199.06
2026-03-25,2000076,4000076,C,1790.40,33,N,11016.20,10993.66
2026-05-21,2000210,4000210,C,419.07,1,N,5040.52,5007.31
2026-05-16,2000210,4000210,C,596.76,1,N,4821.05,4793.40
2026-03-12,2000143,4000143,D,1027.55,5,N,17725.04,17715.55
2026-05-01,2000143,4000143,C,1022.92,1,N,18747.96,18725.67
2026-05-13,2000135,4000135,C,1472.26,2,N,11489.47,11469.25
2026-05-21,2000229,4000229,C,336.46,33,N,2424.56,2417.32
2026-05-16,2000229,4000229,D,367.88,1,N,2297.87,2278.72
2026-05-11,2000229,4000229,D,360.09,33,N,2788.41,2758.42
2026-05-06,2000229,4000229,D,177.53,33,N,1624.13,1622.67
2026-05-01,2000229,4000229,C,774.59,1,N,2717.62,2684.46
2026-04-26,2000229,4000229,C,785.72,2,N,1730.25,1721.82
2026-04-21,2000229,4000229,C,485.18,1,N,1784.81,1755.21
2026-04-16,2000229,4000229,C,324.37,1,N,3130.65,3125.30
2026-05-21,2000315,4000315,D,314.91,2,N,18654.68,18622.58
2026-05-16,2000315,4000315,D,772.59,8,N,18156.99,18125.12
2026-05-11,2000315,4000315,C,697.01,1,N,18817.48,18800.11
2026-05-06,2000315,4000315,D,850.02,33,N,18237.14,18206.98
2026-05-01,2000315,4000315,D,508.86,33,N,19429.75,19412.47
2026-04-26,2000315,4000315,D,493.14,33,N,18329.40,18319.01
2026-05-16,2000161,4000161,C,915.78,1,N,10612.64,10600.88
2026-05-21,2000290,4000290,D,672.59,1,N,4650.42,4643.33
2026-05-16,2000290,4000290,C,326.41,33,N,4503.27,4480.80
2026-05-11,2000290,4000290,C,132.22,8,N,5399.87,5382.83
2026-05-06,2000290,4000290,D,479.24,2,N,3761.78,3751.59
2026-05-01,2000290,4000290,D,840.11,8,N,4295.98,4293.81
2026-04-26,2000290,4000290,D,169.69,2,N,5272.53,5265.83
2026-04-21,2000290,4000290,D,874.25,2,N,4640.43,4607.82
2026-04-16,2000290,4000290,C,814.91,8,N,4003.11,3983.46
2026-05-21,2000278,4000278,C,133.46,1,N,3544.42,3528.83
2026-05-16,2000278,4000278,C,96.59,33,N,3374.19,3365.98
2026-05-11,2000278,4000278,C,390.91,2,N,3635.31,3601.47
2026-05-06,2000278,4000278,D,80.10,2,N,3316.03,3299.57
2026-05-10,2000028,4000028,D,835.46,8,N,5358.90,5354.62
2026-03-22,2000057,4000057,C,1748.44,21,N,10919.06,10888.46
2026-05-01,2000057,4000057,D,1382.13,12,N,9536.93,9520.44
2026-05-21,2000213,4000213,C,298.73,33,N,258.41,236.42
2026-05-16,2000213,4000213,C,877.53,1,N,156.15,149.15
2026-05-11,2000213,4000213,D,796.27,1,N,1016.88,987.38
2026-05-06,2000213,4000213,C,502.67,1,N,628.84,610.34
2026-05-01,2000213,4000213,D,161.69,1,N,0.00,0.00
2026-04-26,2000213,4000213,C,851.57,8,N,0.00,0.00
2026-04-23,2000064,4000064,C,1015.42,21,N,11060.22,11032.90
2026-04-23,2000064,4000064,D,1058.31,2,N,10001.91,9981.43
2026-05-21,2000227,4000227,C,495.29,2,N,14870.19,14839.66
2026-05-16,2000227,4000227,C,864.62,33,N,14395.71,14385.38
2026-05-11,2000227,4000227,C,83.09,8,N,15229.60,15224.53
2026-05-06,2000227,4000227,D,888.08,8,N,14326.29,14317.37
2026-05-21,2000326,4000326,C,361.31,8,N,829.14,794.47
2026-05-16,2000326,4000326,D,767.11,8,N,738.47,720.30
2026-05-11,2000326,4000326,C,672.23,33,N,298.73,275.92
2026-05-06,2000326,4000326,C,275.90,33,N,1198.06,1166.74
2026-05-01,2000326,4000326,C,696.64,33,N,1677.03,1647.52
2026-04-26,2000326,4000326,C,501.74,2,N,62.44,35.97
2026-04-17,2000358,4000358,C,211.64,21,N,582.19,564.00
2026-05-21,2000323,4000323,C,443.88,8,N,617.30,615.96
2026-05-16,2000323,4000323,C,756.26,2,N,589.34,565.09
2026-05-11,2000323,4000323,D,374.21,2,N,1258.21,1237.57
2026-05-06,2000323,4000323,C,337.83,2,N,109.66,88.87
2026-04-29,2000037,4000037,C,263.14,12,N,16451.40,16444.53
2026-05-21,2000255,4000255,C,213.06,8,N,3568.70,3566.01
2026-05-16,2000255,4000255,C,811.69,8,N,3418.15,3406.76
2026-05-11,2000255,4000255,C,555.30,33,N,3761.47,3751.42
2026-05-06,2000255,4000255,D,355.33,1,N,3208.43,3187.79
2026-05-01,2000255,4000255,C,162.53,8,N,3475.91,3446.74
2026-04-26,2000255,4000255,C,819.85,8,N,3088.72,3060.32
2026-05-12,2000096,4000096,C,340.22,12,N,21507.84,21471.93
2026-05-07,2000128,4000128,D,347.97,12,N,5977.69,5940.87
2026-04-14,2000128,4000128,C,345.08,12,N,6322.77,6318.30
2026-05-21,2000224,4000224,D,474.91,8,N,4080.14,4078.99
2026-05-16,2000224,4000224,D,852.39,33,N,3916.21,3909.03
2026-05-21,2000198,4000198,C,883.02,1,N,5495.50,5487.51
2026-05-16,2000198,4000198,C,862.90,33,N,5292.58,5283.18
2026-05-11,2000198,4000198,D,608.42,8,N,5713.80,5703.53
2026-05-06,2000198,4000198,D,738.84,33,N,4686.30,4651.46
2026-05-01,2000198,4000198,C,132.03,33,N,5962.94,5939.76
2026-04-26,2000198,4000198,C,371.79,2,N,6208.15,6184.63
2026-04-21,2000198,4000198,D,307.66,8,N,4806.10,4777.42
2026-04-16,2000198,4000198,D,394.04,1,N,6222.37,6214.43
2026-04-04,2000116,4000116,C,115.36,5,N,7746.66,7729.91
2026-04-21,2000335,4000335,C,335.33,8,N,829.82,819.15
2026-03-15,2000013,4000013,D,753.98,2,S,15150.33,15140.41
2026-05-21,2000279,4000279,D,479.94,1,N,19611.46,19576.68
2026-05-16,2000279,4000279,D,353.54,8,N,19063.38,19034.79
2026-05-21,2000242,4000242,D,612.14,33,N,1867.63,1851.52
2026-05-16,2000242,4000242,C,492.22,1,N,1754.83,1722.45
2026-03-22,2000457,4000457,D,754.23,5,N,0.00,0.00
2026-05-21,2000270,4000270,C,270.83,1,N,15044.27,15019.40
2026-05-16,2000270,4000270,D,381.14,1,N,14606.22,14583.49
2026-05-11,2000270,4000270,D,585.42,1,N,14860.57,14848.36
2026-05-06,2000270,4000270,C,497.95,8,N,15579.09,15553.50
2026-03-06,2000092,4000092,C,1441.78,2,N,23436.71,23435.24
2026-04-12,2000100,4000100,C,745.28,5,N,6839.84,6834.30
2026-03-15,2000100,4000100,C,810.96,8,N,7650.81,7643.08
2026-03-11,2000115,4000115,D,1039.28,33,N,20628.31,20612.30
2026-03-12,2000115,4000115,C,1799.71,2,N,22428.02,22422.17
2026-04-22,2000187,4000187,D,1735.19,1,N,11187.40,11149.97
2026-03-29,2000040,4000040,C,1706.94,8,N,8013.27,8010.30
2026-03-23,2000168,4000168,C,420.40,21,N,5115.23,5111.75
2026-05-10,2000032,4000032,C,443.74,33,N,16116.65,16114.96
2026-03-28,2000032,4000032,C,1785.61,21,N,17902.26,17883.86
2026-04-10,2000048,4000048,D,614.36,21,N,15899.85,15879.60
2026-04-17,2000048,4000048,C,632.69,8,N,16532.53,16498.87
2026-05-21,2000294,4000294,C,714.59,8,N,17530.73,17508.51
2026-05-16,2000294,4000294,D,507.55,33,N,17069.25,17034.82
2026-05-11,2000294,4000294,D,865.60,8,N,16910.37,16882.63
2026-05-06,2000294,4000294,C,749.51,33,N,17063.21,17029.04
2026-04-21,2000180,4000180,D,332.21,8,N,12112.38,12083.75
2026-03-04,2000432,4000432,C,117.46,12,N,497.26,493.92
2026-05-21,2000211,4000211,D,346.87,8,N,515.18,482.38
2026-05-16,2000211,4000211,D,840.09,8,N,408.65,405.93
2026-05-11,2000211,4000211,C,585.14,1,N,550.26,528.75
2026-05-06,2000211,4000211,C,408.17,8,N,1223.19,1201.40
2026-05-01,2000211,4000211,D,603.86,2,N,1150.13,1124.22
2026-04-26,2000211,4000211,D,865.93,2,N,1404.40,1404.10
2026-04-21,2000172,4000172,D,530.47,5,N,11733.16,11698.48
2026-04-29,2000474,4000474,D,716.39,8,N,0.00,0.00
2026-04-05,2000442,4000442,C,246.23,8,N,2416.44,2382.00
2026-05-15,2000385,4000385,D,48.67,5,N,112.14,106.50
2026-04-26,2000385,4000385,D,448.99,8,N,0.00,0.00
2026-04-13,2000385,4000385,C,447.20,21,N,447.20,424.70
2026-03-27,2000385,4000385,D,224.37,12,N,222.83,184.85
2026-05-21,2000260,4000260,D,333.17,2,N,4954.98,4929.12
2026-05-16,2000260,4000260,D,688.56,8,N,4751.41,4740.35
2026-05-11,2000260,4000260,D,263.28,33,N,5210.51,5207.97
2026-05-06,2000260,4000260,C,278.00,1,N,5261.93,5249.51
2026-05-05,2000171,4000171,C,1396.16,2,N,19685.45,19664.28
2026-04-26,2000439,4000439,D,564.53,1,N,0.00,0.00
2026-04-23,2000439,4000439,C,113.18,33,N,113.18,109.61
2026-04-27,2000439,4000439,D,398.99,5,N,0.00,0.00
2026-05-12,2000336,4000336,D,621.62,33,N,0.00,0.00
2026-03-08,2000336,4000336,D,456.47,12,N,0.00,0.00
2026-05-21,2000314,4000314,D,814.12,2,N,2891.78,2865.15
2026-05-16,2000314,4000314,C,510.02,2,N,2729.96,2698.16
2026-05-11,2000314,4000314,D,131.54,33,N,2255.32,2222.52
2026-05-06,2000314,4000314,C,754.56,2,N,3559.03,3530.49
2026-05-01,2000314,4000314,D,877.97,8,N,2897.81,2893.61
2026-04-26,2000314,4000314,D,273.46,8,N,2585.49,2565.72
2026-04-21,2000314,4000314,D,662.03,2,N,3581.02,3559.33
2026-04-16,2000314,4000314,C,101.03,1,N,2224.19,2189.86
2026-05-13,2000117,4000117,D,308.36,21,N,8193.96,8166.99
2026-05-21,2000319,4000319,D,90.88,8,N,100.84,80.54
2026-05-16,2000319,4000319,D,213.80,1,N,0.00,0.00
2026-05-21,2000268,4000268,D,543.71,2,N,5302.63,5276.21
2026-05-16,2000268,4000268,C,721.80,2,N,5076.81,5073.80
2026-03-07,2000014,4000014,C,1494.80,5,S,14713.12,14705.67
2026-04-17,2000147,4000147,C,181.94,12,N,4132.64,4114.45
2026-04-30,2000054,4000054,D,1472.24,12,N,11869.29,11855.31
2026-04-30,2000054,4000054,C,194.47,5,N,12063.75,12036.81
2026-04-21,2000412,4000412,D,538.37,1,N,0.00,0.00
2026-03-26,2000103,4000103,C,905.17,21,N,17166.88,17155.79
2026-04-13,2000033,4000033,D,392.19,5,N,4917.81,4888.86
2026-04-22,2000455,4000455,D,167.30,33,N,936.03,913.34
2026-05-03,2000455,4000455,D,282.17,21,N,653.86,627.66
2026-03-05,2000477,4000477,C,382.60,33,N,610.19,593.90
2026-05-03,2000467,4000467,C,463.88,2,N,831.55,804.09
2026-05-17,2000446,4000446,D,409.02,21,N,1292.06,1289.78
2026-04-22,2000174,4000174,C,485.96,33,N,20790.20,20784.24
2026-05-21,2000261,4000261,D,394.12,2,N,1855.22,1849.49
2026-05-16,2000261,4000261,D,878.96,8,N,1758.88,1732.40
2026-05-11,2000261,4000261,C,599.59,33,N,2308.70,2284.09
2026-05-06,2000261,4000261,D,551.04,8,N,2375.93,2365.53
2026-04-01,2000016,4000016,C,1423.70,8,N,20728.98,20694.65
2026-04-16,2000055,4000055,D,256.50,5,N,18837.15,18828.71
2026-05-21,2000298,4000298,D,528.57,1,N,3194.09,3176.70
2026-05-16,2000298,4000298,D,485.33,8,N,3082.65,3048.96
2026-04-10,2000140,4000140,C,1047.94,21,N,18057.57,18034.88
2026-04-08,2000140,4000140,C,598.56,8,N,18656.13,18624.56
2026-04-27,2000140,4000140,C,272.01,12,N,18928.13,18925.89
2026-05-13,2000357,4000357,D,426.14,33,N,0.00,0.00
2026-04-18,2000357,4000357,D,161.96,5,N,0.00,0.00
2026-05-21,2000285,4000285,D,263.29,1,N,5317.17,5287.69
2026-05-16,2000285,4000285,C,896.67,8,N,5127.63,5111.69
2026-05-11,2000285,4000285,D,175.26,8,N,5571.45,5547.69
2026-05-06,2000285,4000285,D,378.75,8,N,5307.06,5289.83
2026-03-14,2000181,4000181,C,583.54,12,N,7064.18,7038.73
2026-05-21,2000205,4000205,D,213.17,33,N,3594.96,3578.88
2026-05-16,2000205,4000205,C,822.46,33,N,3434.56,3410.76
2026-05-21,2000191,4000191,C,447.63,8,N,16287.24,16253.31
2026-05-16,2000191,4000191,C,288.03,1,N,15794.16,15789.33
2026-05-11,2000191,4000191,C,882.71,2,N,16742.03,16709.20
2026-05-06,2000191,4000191,D,247.34,2,N,17073.25,17068.24
2026-05-01,2000191,4000191,D,191.59,33,N,15490.07,15465.92
2026-04-26,2000191,4000191,C,367.06,8,N,16563.32,16561.74
2026-04-21,2000191,4000191,C,335.58,8,N,17140.76,17135.55
2026-04-16,2000191,4000191,C,753.97,8,N,16791.21,16785.88
2026-05-21,2000277,4000277,C,663.54,33,N,340.50,317.22
2026-05-16,2000277,4000277,C,834.02,8,N,208.00,186.48
2026-05-05,2000498,4000498,C,486.27,5,N,1180.40,1175.35
2026-05-21,2000266,4000266,D,263.97,2,N,22014.80,22014.58
2026-05-16,2000266,4000266,C,513.96,1,N,21453.34,21432.54
2026-05-11,2000266,4000266,D,298.91,1,N,21240.73,21227.32
2026-05-06,2000266,4000266,D,872.82,8,N,22715.63,22708.86
2026-05-01,2000266,4000266,D,701.99,33,N,21295.15,21287.21
2026-04-26,2000266,4000266,C,295.30,1,N,21687.33,21681.40
2026-04-21,2000266,4000266,D,710.77,1,N,21535.51,21507.13
2026-04-16,2000266,4000266,C,674.72,2,N,22169.38,22158.81
2026-04-26,2000095,4000095,C,111.52,8,N,7135.61,7135.40
2026-04-12,2000047,4000047,C,203.63,21,N,18922.60,18921.07
2026-05-16,2000120,4000120,C,949.20,21,N,21549.95,21542.97
2026-05-21,2000317,4000317,C,152.70,2,N,561.90,534.17
2026-05-16,2000317,4000317,D,842.33,1,N,483.81,477.75
2026-05-11,2000317,4000317,D,584.46,1,N,83.73,74.19
2026-05-06,2000317,4000317,D,461.96,1,N,69.73,47.95
2026-05-09,2000460,4000460,C,656.40,21,N,2603.80,2587.75
2026-05-21,2000267,4000267,C,781.77,1,N,2184.51,2164.33
2026-05-16,2000267,4000267,D,573.59,8,N,2085.54,2051.59
2026-05-11,2000267,4000267,D,255.32,8,N,3025.29,3014.22
2026-05-06,2000267,4000267,C,275.59,8,N,1585.77,1566.83
2026-05-01,2000267,4000267,D,759.23,33,N,2139.68,2121.04
2026-04-26,2000267,4000267,C,178.31,2,N,2478.80,2458.10
2026-04-21,2000267,4000267,C,855.53,1,N,1744.21,1721.47
2026-04-16,2000267,4000267,C,410.65,33,N,1983.79,1966.12
2026-04-04,2000411,4000411,D,133.15,1,N,40.37,35.92
2026-05-21,2000202,4000202,D,275.64,8,N,12567.13,12533.36
2026-05-16,2000202,4000202,C,480.62,2,N,12185.36,12162.14
2026-05-21,2000245,4000245,D,362.68,8,N,5330.67,5321.29
2026-05-16,2000245,4000245,D,668.72,2,N,5165.71,5143.38
2026-05-11,2000245,4000245,C,777.38,2,N,5273.93,5244.93
2026-05-06,2000245,4000245,D,799.75,8,N,5473.97,5470.20
2026-05-01,2000245,4000245,C,852.06,2,N,5224.91,5201.80
2026-04-26,2000245,4000245,C,734.40,8,N,5443.10,5431.87
2026-04-21,2000245,4000245,D,311.03,8,N,5154.92,5130.43
2026-04-16,2000245,4000245,D,623.97,33,N,6109.16,6092.87
2026-04-04,2000052,4000052,C,610.32,21,N,4210.72,4176.25
2026-05-21,2000302,4000302,C,261.53,2,N,2815.57,2786.10
2026-05-16,2000302,4000302,C,452.26,8,N,2678.31,2647.46
2026-05-11,2000302,4000302,D,700.60,2,N,2706.88,2676.89
2026-05-06,2000302,4000302,D,211.35,1,N,3279.03,3277.87
2026-05-01,2000302,4000302,C,98.84,1,N,1918.29,1907.47
2026-04-26,2000302,4000302,C,486.22,2,N,2095.43,2073.74
2026-04-21,2000302,4000302,D,123.37,2,N,3370.20,3341.40
2026-04-16,2000302,4000302,D,812.15,2,N,3262.07,3249.43
2026-05-15,2000394,4000394,D,643.99,2,N,0.00,0.00
2026-04-24,2000394,4000394,D,141.82,5,N,0.00,0.00
2026-05-21,2000247,4000247,C,599.95,1,N,19678.92,19676.62
2026-05-16,2000247,4000247,C,96.24,2,N,19144.99,19120.43
2026-05-11,2000247,4000247,C,212.67,1,N,19560.68,19559.36
2026-05-06,2000247,4000247,C,853.29,33,N,19586.83,19583.09
2026-05-01,2000247,4000247,D,599.63,2,N,20067.29,20042.00
2026-04-26,2000247,4000247,D,417.69,8,N,19184.92,19151.20
2026-04-11,2000480,4000480,D,347.71,5,N,914.90,909.82
2026-05-08,2000035,4000035,C,298.31,5,N,4331.65,4308.95
2026-04-29,2000035,4000035,C,670.33,8,N,5001.98,4994.74
2026-03-04,2000406,4000406,C,381.30,1,N,755.89,744.53
2026-05-21,2000235,4000235,D,288.93,33,N,5060.75,5031.15
2026-05-16,2000235,4000235,D,523.55,2,N,4869.39,4838.46
2026-04-13,2000053,4000053,C,520.46,8,N,7892.73,7886.20
2026-03-19,2000002,4000002,D,1203.85,33,N,15935.99,15906.56
2026-03-10,2000469,4000469,D,772.03,8,N,1200.51,1184.95
2026-03-10,2000019,4000019,C,701.78,12,N,6975.39,6960.18
2026-05-21,2000196,4000196,C,584.16,2,N,409.43,403.55
2026-05-16,2000196,4000196,D,741.09,1,N,350.28,324.11
2026-05-11,2000196,4000196,C,297.98,8,N,543.74,514.22
2026-05-06,2000196,4000196,C,890.88,1,N,1268.58,1255.12
2026-04-16,2000491,4000491,C,216.52,1,N,1829.82,1818.06
2026-05-21,2000193,4000193,C,628.04,8,N,698.94,695.47
2026-05-16,2000193,4000193,C,850.50,33,N,613.17,603.13
2026-05-11,2000193,4000193,C,652.58,1,N,73.71,72.41
2026-05-06,2000193,4000193,D,397.89,2,N,717.54,690.96
2026-05-01,2000193,4000193,C,776.63,2,N,1070.36,1068.48
2026-04-26,2000193,4000193,C,98.13,33,N,301.41,296.19
2026-05-21,2000194,4000194,C,314.38,8,N,1866.86,1842.38
2026-05-16,2000194,4000194,D,171.59,33,N,1727.74,1722.79
2026-05-11,2000194,4000194,D,245.90,8,N,1118.87,1084.37
2026-05-06,2000194,4000194,C,200.93,1,N,1190.27,1155.92
2026-05-01,2000194,4000194,C,819.27,1,N,2537.84,2505.65
2026-04-26,2000194,4000194,D,503.67,2,N,2470.39,2438.60
2026-04-17,2000396,4000396,D,198.21,2,N,0.00,0.00
2026-05-04,2000447,4000447,D,247.29,21,N,0.00,0.00
2026-05-14,2000484,4000484,C,66.83,12,N,169.89,163.35
2026-04-06,2000484,4000484,D,168.94,2,N,0.95,0.00
2026-05-21,2000265,4000265,D,825.36,33,N,18720.39,18719.85
2026-05-16,2000265,4000265,C,500.67,2,N,18203.41,18185.79
2026-05-11,2000265,4000265,C,295.14,33,N,18249.46,18229.18
2026-05-06,2000265,4000265,C,863.66,2,N,18900.77,18894.32
2026-05-01,2000265,4000265,C,822.56,1,N,19020.06,19000.30
2026-04-26,2000265,4000265,D,439.36,33,N,18714.29,18695.52
2026-04-22,2000377,4000377,D,413.45,8,N,145.47,134.09
2026-04-16,2000377,4000377,D,568.76,2,N,0.00,0.00
2026-04-30,2000334,4000334,C,570.35,2,N,773.86,765.81
2026-05-16,2000334,4000334,D,39.17,2,N,734.68,720.09
2026-04-20,2000453,4000453,C,321.18,8,N,1454.13,1439.92
2026-03-13,2000441,4000441,D,616.68,21,N,0.00,0.00
2026-05-03,2000173,4000173,C,1447.85,33,N,16981.20,16958.19
2026-04-30,2000173,4000173,D,491.23,21,N,16489.97,16463.72
2026-05-21,2000251,4000251,C,331.96,33,N,426.12,400.75
2026-05-16,2000251,4000251,C,312.11,33,N,358.04,334.88
2026-05-11,2000251,4000251,C,474.47,8,N,0.00,0.00
2026-05-06,2000251,4000251,C,429.94,33,N,0.00,0.00
2026-05-01,2000251,4000251,D,344.12,33,N,1258.09,1245.53
2026-04-26,2000251,4000251,C,454.11,2,N,0.00,0.00
2026-04-21,2000251,4000251,C,461.56,8,N,16.57,0.10
2026-04-16,2000251,4000251,C,591.85,2,N,566.81,552.73
2026-05-21,2000206,4000206,C,703.75,2,N,17946.16,17919.55
2026-05-16,2000206,4000206,C,604.24,8,N,17445.10,17416.02
2026-05-11,2000206,4000206,C,328.60,1,N,18642.41,18638.41
2026-05-06,2000206,4000206,D,510.59,1,N,17976.12,17974.06
2026-05-01,2000206,4000206,C,347.73,1,N,18040.72,18032.06
2026-04-26,2000206,4000206,C,200.04,2,N,17621.49,17588.69
2026-04-21,2000206,4000206,D,232.51,8,N,18500.26,18474.70
2026-04-16,2000206,4000206,C,692.37,8,N,17145.71,17115.70
2026-05-21,2000273,4000273,C,453.74,33,N,5211.40,5203.92
2026-05-16,2000273,4000273,D,209.01,33,N,5023.68,4996.37
2026-05-11,2000273,4000273,D,177.77,1,N,4886.64,4870.55
2026-05-06,2000273,4000273,D,522.21,2,N,4941.01,4918.96
2026-05-01,2000273,4000273,C,466.87,1,N,5048.77,5037.75
2026-04-26,2000273,4000273,C,305.75,8,N,4548.79,4533.35
2026-04-28,2000007,4000007,C,1738.89,2,S,10156.88,10122.34
2026-04-22,2000413,4000413,D,596.58,12,N,0.00,0.00
2026-05-03,2000366,4000366,D,202.44,2,N,331.86,314.79
2026-05-21,2000291,4000291,C,315.53,8,N,18009.97,17999.51
2026-05-16,2000291,4000291,C,880.91,8,N,17491.36,17482.45
2026-05-11,2000291,4000291,C,571.55,2,N,18356.39,18336.72
2026-05-06,2000291,4000291,C,256.58,1,N,18319.27,18315.66
2026-05-21,2000297,4000297,D,832.74,33,N,1983.78,1961.92
2026-05-16,2000297,4000297,D,513.93,2,N,1873.32,1842.57
